account_id,month,feature,monthly_uses
ACCT00001,2025-06-01,Exports,38
ACCT00001,2025-06-01,Alerts,46
ACCT00001,2025-06-01,AI_Assist,33
ACCT00001,2025-07-01,Dashboards,32
ACCT00001,2025-07-01,API,31
ACCT00001,2025-07-01,SSO,35
ACCT00001,2025-07-01,Exports,45
ACCT00001,2025-07-01,Alerts,38
ACCT00001,2025-07-01,AI_Assist,39
ACCT00001,2025-08-01,Dashboards,16
ACCT00001,2025-08-01,API,27
ACCT00001,2025-08-01,SSO,39
ACCT00001,2025-08-01,Exports,22
ACCT00001,2025-08-01,Alerts,26
ACCT00001,2025-08-01,AI_Assist,21
ACCT00002,2024-09-01,Dashboards,20
ACCT00002,2024-09-01,API,11
ACCT00002,2024-09-01,SSO,10
ACCT00002,2024-09-01,Exports,17
ACCT00002,2024-09-01,Alerts,19
ACCT00002,2024-09-01,AI_Assist,16
ACCT00002,2024-10-01,Dashboards,19
ACCT00002,2024-10-01,API,15
ACCT00002,2024-10-01,SSO,14
ACCT00002,2024-10-01,Exports,12
ACCT00002,2024-10-01,Alerts,12
ACCT00002,2024-10-01,AI_Assist,11
ACCT00002,2024-11-01,Dashboards,18
ACCT00002,2024-11-01,API,16
ACCT00002,2024-11-01,SSO,17
ACCT00002,2024-11-01,Exports,20
ACCT00002,2024-11-01,Alerts,16
ACCT00002,2024-11-01,AI_Assist,10
ACCT00002,2024-12-01,Dashboards,16
ACCT00002,2024-12-01,API,14
ACCT00002,2024-12-01,SSO,10
ACCT00002,2024-12-01,Exports,20
ACCT00002,2024-12-01,Alerts,14
ACCT00002,2024-12-01,AI_Assist,13
ACCT00002,2025-01-01,Dashboards,17
ACCT00002,2025-01-01,API,27
ACCT00002,2025-01-01,SSO,21
ACCT00002,2025-01-01,Exports,28
ACCT00002,2025-01-01,Alerts,22
ACCT00002,2025-01-01,AI_Assist,20
ACCT00002,2025-02-01,Dashboards,28
ACCT00002,2025-02-01,API,28
ACCT00002,2025-02-01,SSO,25
ACCT00002,2025-02-01,Exports,20
ACCT00002,2025-02-01,Alerts,22
ACCT00002,2025-02-01,AI_Assist,19
ACCT00002,2025-03-01,Dashboards,24
ACCT00002,2025-03-01,API,26
ACCT00002,2025-03-01,SSO,33
ACCT00002,2025-03-01,Exports,33
ACCT00002,2025-03-01,Alerts,29
ACCT00002,2025-03-01,AI_Assist,30
ACCT00002,2025-04-01,Dashboards,26
ACCT00002,2025-04-01,API,39
ACCT00002,2025-04-01,SSO,32
ACCT00002,2025-04-01,Exports,38
ACCT00002,2025-04-01,Alerts,27
ACCT00002,2025-04-01,AI_Assist,27
ACCT00002,2025-05-01,Dashboards,28
ACCT00002,2025-05-01,API,23
ACCT00002,2025-05-01,SSO,24
ACCT00002,2025-05-01,Exports,18
ACCT00002,2025-05-01,Alerts,27
ACCT00002,2025-05-01,AI_Assist,23
ACCT00002,2025-06-01,Dashboards,24
ACCT00002,2025-06-01,API,18
ACCT00002,2025-06-01,SSO,11
ACCT00002,2025-06-01,Exports,22
ACCT00002,2025-06-01,Alerts,25
ACCT00002,2025-06-01,AI_Assist,13
ACCT00002,2025-07-01,Dashboards,12
ACCT00002,2025-07-01,API,15
ACCT00002,2025-07-01,SSO,15
ACCT00002,2025-07-01,Exports,8
ACCT00002,2025-07-01,Alerts,25
ACCT00002,2025-07-01,AI_Assist,22
ACCT00002,2025-08-01,Dashboards,11
ACCT00002,2025-08-01,API,5
ACCT00002,2025-08-01,SSO,16
ACCT00002,2025-08-01,Exports,24
ACCT00002,2025-08-01,Alerts,18
ACCT00002,2025-08-01,AI_Assist,20
ACCT00003,2024-09-01,Dashboards,9
ACCT00003,2024-09-01,API,7
ACCT00003,2024-09-01,SSO,12
ACCT00003,2024-09-01,Exports,5
ACCT00003,2024-09-01,Alerts,19
ACCT00003,2024-09-01,AI_Assist,13
ACCT00003,2024-10-01,Dashboards,3
ACCT00003,2024-10-01,API,4
ACCT00003,2024-10-01,SSO,13
ACCT00003,2024-10-01,Exports,12
ACCT00003,2024-10-01,Alerts,10
ACCT00003,2024-10-01,AI_Assist,14
ACCT00003,2024-11-01,Dashboards,21
ACCT00003,2024-11-01,API,15
ACCT00003,2024-11-01,SSO,6
ACCT00003,2024-11-01,Exports,12
ACCT00003,2024-11-01,Alerts,8
ACCT00003,2024-11-01,AI_Assist,10
ACCT00003,2024-12-01,Dashboards,17
ACCT00003,2024-12-01,API,15
ACCT00003,2024-12-01,SSO,11
ACCT00003,2024-12-01,Exports,15
ACCT00003,2024-12-01,Alerts,12
ACCT00003,2024-12-01,AI_Assist,18
ACCT00003,2025-01-01,Dashboards,17
ACCT00003,2025-01-01,API,19
ACCT00003,2025-01-01,SSO,17
ACCT00003,2025-01-01,Exports,21
ACCT00003,2025-01-01,Alerts,17
ACCT00003,2025-01-01,AI_Assist,18
ACCT00003,2025-02-01,Dashboards,17
ACCT00003,2025-02-01,API,20
ACCT00003,2025-02-01,SSO,13
ACCT00003,2025-02-01,Exports,30
ACCT00003,2025-02-01,Alerts,17
ACCT00003,2025-02-01,AI_Assist,20
ACCT00003,2025-03-01,Dashboards,18
ACCT00003,2025-03-01,API,18
ACCT00003,2025-03-01,SSO,22
ACCT00003,2025-03-01,Exports,18
ACCT00003,2025-03-01,Alerts,19
ACCT00003,2025-03-01,AI_Assist,15
ACCT00003,2025-04-01,Dashboards,16
ACCT00003,2025-04-01,API,15
ACCT00003,2025-04-01,SSO,27
ACCT00003,2025-04-01,Exports,14
ACCT00003,2025-04-01,Alerts,15
ACCT00003,2025-04-01,AI_Assist,20
ACCT00003,2025-05-01,Dashboards,24
ACCT00003,2025-05-01,API,11
ACCT00003,2025-05-01,SSO,12
ACCT00003,2025-05-01,Exports,18
ACCT00003,2025-05-01,Alerts,19
ACCT00003,2025-05-01,AI_Assist,12
ACCT00003,2025-06-01,Dashboards,8
ACCT00003,2025-06-01,API,12
ACCT00003,2025-06-01,SSO,18
ACCT00003,2025-06-01,Exports,15
ACCT00003,2025-06-01,Alerts,18
ACCT00003,2025-06-01,AI_Assist,15
ACCT00003,2025-07-01,Dashboards,13
ACCT00003,2025-07-01,API,15
ACCT00003,2025-07-01,SSO,13
ACCT00003,2025-07-01,Exports,14
ACCT00003,2025-07-01,Alerts,9
ACCT00003,2025-07-01,AI_Assist,11
ACCT00003,2025-08-01,Dashboards,13
ACCT00003,2025-08-01,API,10
ACCT00003,2025-08-01,SSO,8
ACCT00003,2025-08-01,Exports,14
ACCT00003,2025-08-01,Alerts,13
ACCT00003,2025-08-01,AI_Assist,11
ACCT00004,2024-09-01,Dashboards,5
ACCT00004,2024-09-01,API,9
ACCT00004,2024-09-01,SSO,13
ACCT00004,2024-09-01,Exports,4
ACCT00004,2024-09-01,Alerts,3
ACCT00004,2024-09-01,AI_Assist,4
ACCT00004,2024-10-01,Dashboards,5
ACCT00004,2024-10-01,API,4
ACCT00004,2024-10-01,SSO,4
ACCT00004,2024-10-01,Exports,9
ACCT00004,2024-10-01,Alerts,9
ACCT00004,2024-10-01,AI_Assist,11
ACCT00004,2024-11-01,Dashboards,10
ACCT00004,2024-11-01,API,7
ACCT00004,2024-11-01,SSO,11
ACCT00004,2024-11-01,Exports,6
ACCT00004,2024-11-01,Alerts,7
ACCT00004,2024-11-01,AI_Assist,5
ACCT00004,2024-12-01,Dashboards,13
ACCT00004,2024-12-01,API,12
ACCT00004,2024-12-01,SSO,8
ACCT00004,2024-12-01,Exports,9
ACCT00004,2024-12-01,Alerts,10
ACCT00004,2024-12-01,AI_Assist,10
ACCT00004,2025-01-01,Dashboards,13
ACCT00004,2025-01-01,API,11
ACCT00004,2025-01-01,SSO,12
ACCT00004,2025-01-01,Exports,7
ACCT00004,2025-01-01,Alerts,10
ACCT00004,2025-01-01,AI_Assist,6
ACCT00004,2025-02-01,Dashboards,16
ACCT00004,2025-02-01,API,16
ACCT00004,2025-02-01,SSO,14
ACCT00004,2025-02-01,Exports,15
ACCT00004,2025-02-01,Alerts,17
ACCT00004,2025-02-01,AI_Assist,14
ACCT00004,2025-03-01,Dashboards,8
ACCT00004,2025-03-01,API,12
ACCT00004,2025-03-01,SSO,7
ACCT00004,2025-03-01,Exports,10
ACCT00004,2025-03-01,Alerts,9
ACCT00004,2025-03-01,AI_Assist,12
ACCT00004,2025-04-01,Dashboards,13
ACCT00004,2025-04-01,API,10
ACCT00004,2025-04-01,SSO,11
ACCT00004,2025-04-01,Exports,13
ACCT00004,2025-04-01,Alerts,12
ACCT00004,2025-04-01,AI_Assist,12
ACCT00004,2025-05-01,Dashboards,5
ACCT00004,2025-05-01,API,10
ACCT00004,2025-05-01,SSO,13
ACCT00004,2025-05-01,Exports,12
ACCT00004,2025-05-01,Alerts,7
ACCT00004,2025-05-01,AI_Assist,10
ACCT00004,2025-06-01,Dashboards,10
ACCT00004,2025-06-01,API,7
ACCT00004,2025-06-01,SSO,11
ACCT00004,2025-06-01,Exports,7
ACCT00004,2025-06-01,Alerts,9
ACCT00004,2025-06-01,AI_Assist,9
ACCT00004,2025-07-01,Dashboards,13
ACCT00004,2025-07-01,API,7
ACCT00004,2025-07-01,SSO,6
ACCT00004,2025-07-01,Exports,10
ACCT00004,2025-07-01,Alerts,7
ACCT00004,2025-07-01,AI_Assist,8
ACCT00004,2025-08-01,Dashboards,1
ACCT00004,2025-08-01,API,8
ACCT00004,2025-08-01,SSO,7
ACCT00004,2025-08-01,Exports,4
ACCT00004,2025-08-01,Alerts,10
ACCT00004,2025-08-01,AI_Assist,6
ACCT00005,2024-09-01,Dashboards,1
ACCT00005,2024-09-01,API,1
ACCT00005,2024-09-01,SSO,2
ACCT00005,2024-09-01,Exports,1
ACCT00005,2024-09-01,Alerts,4
ACCT00005,2024-09-01,AI_Assist,4
ACCT00005,2024-10-01,Dashboards,2
ACCT00005,2024-10-01,API,1
ACCT00005,2024-10-01,SSO,3
ACCT00005,2024-10-01,Exports,2
ACCT00005,2024-10-01,Alerts,3
ACCT00005,2024-10-01,AI_Assist,3
ACCT00005,2024-11-01,Dashboards,3
ACCT00005,2024-11-01,API,4
ACCT00005,2024-11-01,SSO,5
ACCT00005,2024-11-01,Exports,6
ACCT00005,2024-11-01,Alerts,3
ACCT00005,2024-11-01,AI_Assist,5
ACCT00005,2024-12-01,Dashboards,4
ACCT00005,2024-12-01,API,3
ACCT00005,2024-12-01,SSO,6
ACCT00005,2024-12-01,Exports,5
ACCT00005,2024-12-01,Alerts,5
ACCT00005,2024-12-01,AI_Assist,5
ACCT00005,2025-01-01,Dashboards,5
ACCT00005,2025-01-01,API,4
ACCT00005,2025-01-01,SSO,7
ACCT00005,2025-01-01,Exports,6
ACCT00005,2025-01-01,Alerts,6
ACCT00005,2025-01-01,AI_Assist,6
ACCT00005,2025-02-01,Dashboards,7
ACCT00005,2025-02-01,API,5
ACCT00005,2025-02-01,SSO,6
ACCT00005,2025-02-01,Exports,5
ACCT00005,2025-02-01,Alerts,7
ACCT00005,2025-02-01,AI_Assist,5
ACCT00005,2025-03-01,Dashboards,9
ACCT00005,2025-03-01,API,6
ACCT00005,2025-03-01,SSO,7
ACCT00005,2025-03-01,Exports,7
ACCT00005,2025-03-01,Alerts,6
ACCT00005,2025-03-01,AI_Assist,7
ACCT00005,2025-04-01,Dashboards,6
ACCT00005,2025-04-01,API,5
ACCT00005,2025-04-01,SSO,6
ACCT00005,2025-04-01,Exports,5
ACCT00005,2025-04-01,Alerts,7
ACCT00005,2025-04-01,AI_Assist,7
ACCT00005,2025-05-01,Dashboards,6
ACCT00005,2025-05-01,API,4
ACCT00005,2025-05-01,SSO,6
ACCT00005,2025-05-01,Exports,4
ACCT00005,2025-05-01,Alerts,5
ACCT00005,2025-05-01,AI_Assist,7
ACCT00005,2025-06-01,Dashboards,5
ACCT00005,2025-06-01,API,4
ACCT00005,2025-06-01,SSO,6
ACCT00005,2025-06-01,Exports,6
ACCT00005,2025-06-01,Alerts,7
ACCT00005,2025-06-01,AI_Assist,2
ACCT00005,2025-07-01,Dashboards,4
ACCT00005,2025-07-01,API,3
ACCT00005,2025-07-01,SSO,3
ACCT00005,2025-07-01,Exports,4
ACCT00005,2025-07-01,Alerts,2
ACCT00005,2025-07-01,AI_Assist,1
ACCT00005,2025-08-01,Dashboards,2
ACCT00005,2025-08-01,API,3
ACCT00005,2025-08-01,SSO,5
ACCT00005,2025-08-01,Exports,2
ACCT00005,2025-08-01,Alerts,2
ACCT00005,2025-08-01,AI_Assist,1
ACCT00006,2024-09-01,Dashboards,6
ACCT00006,2024-09-01,API,6
ACCT00006,2024-09-01,SSO,7
ACCT00006,2024-09-01,Exports,3
ACCT00006,2024-09-01,Alerts,5
ACCT00006,2024-09-01,AI_Assist,1
ACCT00006,2024-10-01,Dashboards,8
ACCT00006,2024-10-01,API,3
ACCT00006,2024-10-01,SSO,0
ACCT00006,2024-10-01,Exports,11
ACCT00006,2024-10-01,Alerts,9
ACCT00006,2024-10-01,AI_Assist,8
ACCT00006,2024-11-01,Dashboards,10
ACCT00006,2024-11-01,API,6
ACCT00006,2024-11-01,SSO,12
ACCT00006,2024-11-01,Exports,6
ACCT00006,2024-11-01,Alerts,14
ACCT00006,2024-11-01,AI_Assist,9
ACCT00006,2024-12-01,Dashboards,5
ACCT00006,2024-12-01,API,13
ACCT00006,2024-12-01,SSO,16
ACCT00006,2024-12-01,Exports,10
ACCT00006,2024-12-01,Alerts,13
ACCT00006,2024-12-01,AI_Assist,10
ACCT00006,2025-01-01,Dashboards,10
ACCT00006,2025-01-01,API,5
ACCT00006,2025-01-01,SSO,15
ACCT00006,2025-01-01,Exports,11
ACCT00006,2025-01-01,Alerts,13
ACCT00006,2025-01-01,AI_Assist,9
ACCT00006,2025-02-01,Dashboards,11
ACCT00006,2025-02-01,API,16
ACCT00006,2025-02-01,SSO,12
ACCT00006,2025-02-01,Exports,12
ACCT00006,2025-02-01,Alerts,10
ACCT00006,2025-02-01,AI_Assist,14
ACCT00006,2025-03-01,Dashboards,16
ACCT00006,2025-03-01,API,12
ACCT00006,2025-03-01,SSO,13
ACCT00006,2025-03-01,Exports,10
ACCT00006,2025-03-01,Alerts,18
ACCT00006,2025-03-01,AI_Assist,12
ACCT00006,2025-04-01,Dashboards,13
ACCT00006,2025-04-01,API,18
ACCT00006,2025-04-01,SSO,13
ACCT00006,2025-04-01,Exports,9
ACCT00006,2025-04-01,Alerts,11
ACCT00006,2025-04-01,AI_Assist,12
ACCT00006,2025-05-01,Dashboards,17
ACCT00006,2025-05-01,API,13
ACCT00006,2025-05-01,SSO,11
ACCT00006,2025-05-01,Exports,14
ACCT00006,2025-05-01,Alerts,16
ACCT00006,2025-05-01,AI_Assist,10
ACCT00006,2025-06-01,Dashboards,14
ACCT00006,2025-06-01,API,13
ACCT00006,2025-06-01,SSO,12
ACCT00006,2025-06-01,Exports,4
ACCT00006,2025-06-01,Alerts,11
ACCT00006,2025-06-01,AI_Assist,14
ACCT00006,2025-07-01,Dashboards,8
ACCT00006,2025-07-01,API,15
ACCT00006,2025-07-01,SSO,9
ACCT00006,2025-07-01,Exports,6
ACCT00006,2025-07-01,Alerts,10
ACCT00006,2025-07-01,AI_Assist,10
ACCT00006,2025-08-01,Dashboards,10
ACCT00006,2025-08-01,API,7
ACCT00006,2025-08-01,SSO,11
ACCT00006,2025-08-01,Exports,6
ACCT00006,2025-08-01,Alerts,8
ACCT00006,2025-08-01,AI_Assist,4
ACCT00007,2024-09-01,Dashboards,5
ACCT00007,2024-09-01,API,4
ACCT00007,2024-09-01,SSO,4
ACCT00007,2024-09-01,Exports,5
ACCT00007,2024-09-01,Alerts,6
ACCT00007,2024-09-01,AI_Assist,7
ACCT00007,2024-10-01,Dashboards,7
ACCT00007,2024-10-01,API,7
ACCT00007,2024-10-01,SSO,6
ACCT00007,2024-10-01,Exports,4
ACCT00007,2024-10-01,Alerts,2
ACCT00007,2024-10-01,AI_Assist,5
ACCT00007,2024-11-01,Dashboards,5
ACCT00007,2024-11-01,API,3
ACCT00007,2024-11-01,SSO,10
ACCT00007,2024-11-01,Exports,3
ACCT00007,2024-11-01,Alerts,7
ACCT00007,2024-11-01,AI_Assist,7
ACCT00007,2024-12-01,Dashboards,7
ACCT00007,2024-12-01,API,13
ACCT00007,2024-12-01,SSO,7
ACCT00007,2024-12-01,Exports,6
ACCT00007,2024-12-01,Alerts,11
ACCT00007,2024-12-01,AI_Assist,6
ACCT00007,2025-01-01,Dashboards,6
ACCT00007,2025-01-01,API,7
ACCT00007,2025-01-01,SSO,7
ACCT00007,2025-01-01,Exports,9
ACCT00007,2025-01-01,Alerts,9
ACCT00007,2025-01-01,AI_Assist,6
ACCT00007,2025-02-01,Dashboards,10
ACCT00007,2025-02-01,API,14
ACCT00007,2025-02-01,SSO,8
ACCT00007,2025-02-01,Exports,9
ACCT00007,2025-02-01,Alerts,11
ACCT00007,2025-02-01,AI_Assist,12
ACCT00007,2025-03-01,Dashboards,9
ACCT00007,2025-03-01,API,8
ACCT00007,2025-03-01,SSO,8
ACCT00007,2025-03-01,Exports,12
ACCT00007,2025-03-01,Alerts,12
ACCT00007,2025-03-01,AI_Assist,5
ACCT00007,2025-04-01,Dashboards,5
ACCT00007,2025-04-01,API,7
ACCT00007,2025-04-01,SSO,6
ACCT00007,2025-04-01,Exports,10
ACCT00007,2025-04-01,Alerts,10
ACCT00007,2025-04-01,AI_Assist,14
ACCT00007,2025-05-01,Dashboards,10
ACCT00007,2025-05-01,API,9
ACCT00007,2025-05-01,SSO,11
ACCT00007,2025-05-01,Exports,7
ACCT00007,2025-05-01,Alerts,6
ACCT00007,2025-05-01,AI_Assist,9
ACCT00007,2025-06-01,Dashboards,9
ACCT00007,2025-06-01,API,4
ACCT00007,2025-06-01,SSO,9
ACCT00007,2025-06-01,Exports,9
ACCT00007,2025-06-01,Alerts,6
ACCT00007,2025-06-01,AI_Assist,8
ACCT00007,2025-07-01,Dashboards,6
ACCT00007,2025-07-01,API,6
ACCT00007,2025-07-01,SSO,8
ACCT00007,2025-07-01,Exports,5
ACCT00007,2025-07-01,Alerts,8
ACCT00007,2025-07-01,AI_Assist,8
ACCT00007,2025-08-01,Dashboards,7
ACCT00007,2025-08-01,API,1
ACCT00007,2025-08-01,SSO,2
ACCT00007,2025-08-01,Exports,7
ACCT00007,2025-08-01,Alerts,4
ACCT00007,2025-08-01,AI_Assist,4
ACCT00008,2024-09-01,Dashboards,23
ACCT00008,2024-09-01,API,16
ACCT00008,2024-09-01,SSO,28
ACCT00008,2024-09-01,Exports,23
ACCT00008,2024-09-01,Alerts,24
ACCT00008,2024-09-01,AI_Assist,37
ACCT00008,2024-10-01,Dashboards,19
ACCT00008,2024-10-01,API,46
ACCT00008,2024-10-01,SSO,7
ACCT00008,2024-10-01,Exports,63
ACCT00008,2024-10-01,Alerts,17
ACCT00008,2024-10-01,AI_Assist,40
ACCT00008,2024-11-01,Dashboards,49
ACCT00008,2024-11-01,API,38
ACCT00008,2024-11-01,SSO,47
ACCT00008,2024-11-01,Exports,37
ACCT00008,2024-11-01,Alerts,18
ACCT00008,2024-11-01,AI_Assist,42
ACCT00008,2024-12-01,Dashboards,59
ACCT00008,2024-12-01,API,39
ACCT00008,2024-12-01,SSO,25
ACCT00008,2024-12-01,Exports,38
ACCT00008,2024-12-01,Alerts,49
ACCT00008,2024-12-01,AI_Assist,49
ACCT00008,2025-01-01,Dashboards,65
ACCT00008,2025-01-01,API,59
ACCT00008,2025-01-01,SSO,58
ACCT00008,2025-01-01,Exports,29
ACCT00008,2025-01-01,Alerts,78
ACCT00008,2025-01-01,AI_Assist,53
ACCT00008,2025-02-01,Dashboards,67
ACCT00008,2025-02-01,API,53
ACCT00008,2025-02-01,SSO,55
ACCT00008,2025-02-01,Exports,58
ACCT00008,2025-02-01,Alerts,76
ACCT00008,2025-02-01,AI_Assist,75
ACCT00008,2025-03-01,Dashboards,66
ACCT00008,2025-03-01,API,82
ACCT00008,2025-03-01,SSO,54
ACCT00008,2025-03-01,Exports,65
ACCT00008,2025-03-01,Alerts,54
ACCT00008,2025-03-01,AI_Assist,74
ACCT00008,2025-04-01,Dashboards,58
ACCT00008,2025-04-01,API,69
ACCT00008,2025-04-01,SSO,77
ACCT00008,2025-04-01,Exports,33
ACCT00008,2025-04-01,Alerts,83
ACCT00008,2025-04-01,AI_Assist,61
ACCT00008,2025-05-01,Dashboards,48
ACCT00008,2025-05-01,API,30
ACCT00008,2025-05-01,SSO,49
ACCT00008,2025-05-01,Exports,25
ACCT00008,2025-05-01,Alerts,53
ACCT00008,2025-05-01,AI_Assist,50
ACCT00008,2025-06-01,Dashboards,67
ACCT00008,2025-06-01,API,41
ACCT00008,2025-06-01,SSO,58
ACCT00008,2025-06-01,Exports,59
ACCT00008,2025-06-01,Alerts,70
ACCT00008,2025-06-01,AI_Assist,42
ACCT00008,2025-07-01,Dashboards,47
ACCT00008,2025-07-01,API,21
ACCT00008,2025-07-01,SSO,25
ACCT00008,2025-07-01,Exports,35
ACCT00008,2025-07-01,Alerts,38
ACCT00008,2025-07-01,AI_Assist,24
ACCT00008,2025-08-01,Dashboards,29
ACCT00008,2025-08-01,API,42
ACCT00008,2025-08-01,SSO,28
ACCT00008,2025-08-01,Exports,32
ACCT00008,2025-08-01,Alerts,23
ACCT00008,2025-08-01,AI_Assist,50
ACCT00009,2024-09-01,Dashboards,18
ACCT00009,2024-09-01,API,16
ACCT00009,2024-09-01,SSO,26
ACCT00009,2024-09-01,Exports,19
ACCT00009,2024-09-01,Alerts,12
ACCT00009,2024-09-01,AI_Assist,8
ACCT00009,2024-10-01,Dashboards,14
ACCT00009,2024-10-01,API,31
ACCT00009,2024-10-01,SSO,14
ACCT00009,2024-10-01,Exports,35
ACCT00009,2024-10-01,Alerts,17
ACCT00009,2024-10-01,AI_Assist,16
ACCT00009,2024-11-01,Dashboards,28
ACCT00009,2024-11-01,API,18
ACCT00009,2024-11-01,SSO,22
ACCT00009,2024-11-01,Exports,13
ACCT00009,2024-11-01,Alerts,12
ACCT00009,2024-11-01,AI_Assist,15
ACCT00009,2024-12-01,Dashboards,25
ACCT00009,2024-12-01,API,19
ACCT00009,2024-12-01,SSO,11
ACCT00009,2024-12-01,Exports,26
ACCT00009,2024-12-01,Alerts,22
ACCT00009,2024-12-01,AI_Assist,22
ACCT00009,2025-01-01,Dashboards,23
ACCT00009,2025-01-01,API,13
ACCT00009,2025-01-01,SSO,37
ACCT00009,2025-01-01,Exports,24
ACCT00009,2025-01-01,Alerts,30
ACCT00009,2025-01-01,AI_Assist,36
ACCT00009,2025-02-01,Dashboards,37
ACCT00009,2025-02-01,API,31
ACCT00009,2025-02-01,SSO,30
ACCT00009,2025-02-01,Exports,32
ACCT00009,2025-02-01,Alerts,35
ACCT00009,2025-02-01,AI_Assist,33
ACCT00009,2025-03-01,Dashboards,28
ACCT00009,2025-03-01,API,33
ACCT00009,2025-03-01,SSO,33
ACCT00009,2025-03-01,Exports,35
ACCT00009,2025-03-01,Alerts,32
ACCT00009,2025-03-01,AI_Assist,39
ACCT00009,2025-04-01,Dashboards,31
ACCT00009,2025-04-01,API,35
ACCT00009,2025-04-01,SSO,30
ACCT00009,2025-04-01,Exports,26
ACCT00009,2025-04-01,Alerts,24
ACCT00009,2025-04-01,AI_Assist,29
ACCT00009,2025-05-01,Dashboards,30
ACCT00009,2025-05-01,API,35
ACCT00009,2025-05-01,SSO,27
ACCT00009,2025-05-01,Exports,24
ACCT00009,2025-05-01,Alerts,24
ACCT00009,2025-05-01,AI_Assist,35
ACCT00009,2025-06-01,Dashboards,24
ACCT00009,2025-06-01,API,20
ACCT00009,2025-06-01,SSO,28
ACCT00009,2025-06-01,Exports,15
ACCT00009,2025-06-01,Alerts,24
ACCT00009,2025-06-01,AI_Assist,23
ACCT00009,2025-07-01,Dashboards,19
ACCT00009,2025-07-01,API,13
ACCT00009,2025-07-01,SSO,26
ACCT00009,2025-07-01,Exports,30
ACCT00009,2025-07-01,Alerts,12
ACCT00009,2025-07-01,AI_Assist,21
ACCT00009,2025-08-01,Dashboards,21
ACCT00009,2025-08-01,API,31
ACCT00009,2025-08-01,SSO,15
ACCT00009,2025-08-01,Exports,11
ACCT00009,2025-08-01,Alerts,17
ACCT00009,2025-08-01,AI_Assist,30
ACCT00010,2024-09-01,Dashboards,22
ACCT00010,2024-09-01,API,24
ACCT00010,2024-09-01,SSO,36
ACCT00010,2024-09-01,Exports,4
ACCT00010,2024-09-01,Alerts,4
ACCT00010,2024-09-01,AI_Assist,29
ACCT00010,2024-10-01,Dashboards,30
ACCT00010,2024-10-01,API,12
ACCT00010,2024-10-01,SSO,27
ACCT00010,2024-10-01,Exports,24
ACCT00010,2024-10-01,Alerts,25
ACCT00010,2024-10-01,AI_Assist,17
ACCT00010,2024-11-01,Dashboards,23
ACCT00010,2024-11-01,API,20
ACCT00010,2024-11-01,SSO,27
ACCT00010,2024-11-01,Exports,25
ACCT00010,2024-11-01,Alerts,41
ACCT00010,2024-11-01,AI_Assist,32
ACCT00010,2024-12-01,Dashboards,19
ACCT00010,2024-12-01,API,35
ACCT00010,2024-12-01,SSO,43
ACCT00010,2024-12-01,Exports,34
ACCT00010,2024-12-01,Alerts,40
ACCT00010,2024-12-01,AI_Assist,31
ACCT00010,2025-01-01,Dashboards,42
ACCT00010,2025-01-01,API,29
ACCT00010,2025-01-01,SSO,43
ACCT00010,2025-01-01,Exports,25
