order_id,path,last_click,converted,revenue
100090.0,Search > Social > Search,Search,True,184.06930328493303
100091.0,Search > Display > Display > Display,Display,True,190.5886938686153
100092.0,Search > Search > Display > Display,Display,True,97.73045664280859
100093.0,Search > Social,Social,True,212.3351569138561
100094.0,Display > Search,Search,True,90.53525366883761
100095.0,Display,Display,True,136.35478968604323
100096.0,Search > Display > Email,Email,True,155.61655089828272
100097.0,Search > Search > Search > Social,Social,True,214.11805073444594
100098.0,Search,Search,True,283.04539868734423
100099.0,Search > Email > Email,Email,True,139.19355420205676
100100.0,Search > Display > Affiliate,Affiliate,True,108.80111992335772
100101.0,Display > Social,Social,True,315.26022252208577
100102.0,Search,Search,True,214.43504068433782
100103.0,Affiliate,Affiliate,True,208.63163703594077
100104.0,Display,Display,True,251.92240253873328
100105.0,Search > Email > Search > Display,Display,True,236.4389245804025
100106.0,Display > Search,Search,True,176.0714938717267
100107.0,Display,Display,True,187.31530952689565
100108.0,Email > Search,Search,True,211.1357347272534
100109.0,Search > Display,Display,True,155.96608787372654
100110.0,Social > Social,Social,True,214.96274590931918
100111.0,Search > Display,Display,True,214.86784174060142
100112.0,Display > Search,Search,True,213.28663935340262
100113.0,Social,Social,True,238.34113860667654
100114.0,Search > Affiliate > Display,Display,True,97.17925661187016
100115.0,Affiliate,Affiliate,True,259.03894892012835
100116.0,Display,Display,True,114.41550378706691
100117.0,Social,Social,True,158.1695217628407
100118.0,Search > Search > Search > Social,Social,True,285.91279002588556
100119.0,Social > Search,Search,True,168.81961365196935
100120.0,Search > Search > Display > Social,Social,True,86.73755273018182
100121.0,Search > Display > Display,Display,True,81.13634738758876
100122.0,Social,Social,True,266.69518789476916
100123.0,Search > Social,Social,True,124.87480521974314
100124.0,Social > Email > Search > Search,Search,True,153.42897508527471
100125.0,Search,Search,True,98.82778595991422
100126.0,Email > Display > Search,Search,True,209.50662119651878
100127.0,Search,Search,True,195.51300768497848
100128.0,Search > Search,Search,True,348.9788673349448
100129.0,Search,Search,True,260.69674259630847
100130.0,Search > Search > Search > Search,Search,True,318.54991619902125
100131.0,Social,Social,True,148.16091144861167
100132.0,Social > Email,Email,True,164.74634393454426
100133.0,Social > Affiliate > Display > Search,Search,True,356.70047616222257
100134.0,Affiliate > Email,Email,True,206.39359825545995
100135.0,Search,Search,True,140.72232029106428
100136.0,Search,Search,True,143.1044822628453
100137.0,Search > Search > Search,Search,True,288.1401929026839
100138.0,Search,Search,True,201.5272720211631
100139.0,Social,Social,True,99.8224195512432
100140.0,Email,Email,True,179.97842268796276
100141.0,Search,Search,True,273.7470880752204
100142.0,Search > Search > Search > Search,Search,True,223.40057010878309
100143.0,Social,Social,True,141.4931959447686
100144.0,Search,Search,True,196.6603706837955
100145.0,Affiliate,Affiliate,True,325.8623708087308
100146.0,Email,Email,True,203.51496426689272
100147.0,Social,Social,True,162.66626882944215
100148.0,Affiliate > Email > Display,Display,True,168.3506753785398
100149.0,Search,Search,True,199.42575444338965
100150.0,Search,Search,True,104.81771443810574
100151.0,Search > Search,Search,True,194.7580712520659
100152.0,Display > Display,Display,True,115.9039459960932
100153.0,Search > Search,Search,True,219.00316774539758
100154.0,Search,Search,True,170.6526085256253
100155.0,Search,Search,True,218.20808425468277
100156.0,Affiliate,Affiliate,True,217.36131460387844
100157.0,Affiliate,Affiliate,True,141.56911814518705
100158.0,Display,Display,True,310.6708271619766
100159.0,Search,Search,True,93.29530720727429
100160.0,Email > Email > Social > Display,Display,True,165.48227639620316
100161.0,Social,Social,True,142.91732682737447
100162.0,Search,Search,True,316.3800531866355
100163.0,Search,Search,True,215.05534986295493
100164.0,Search,Search,True,281.6035698846003
100165.0,Display > Search,Search,True,97.77956338207547
100166.0,Search > Social > Display,Display,True,156.40145574176478
100167.0,Search > Display,Display,True,259.949253652117
100168.0,Search,Search,True,96.72722067932426
100169.0,Search,Search,True,236.53759486601177
100170.0,Search,Search,True,180.69847470609463
100171.0,Search,Search,True,164.51071249650164
100172.0,Search > Affiliate > Search,Search,True,209.30365700534688
100173.0,Social > Social > Search,Search,True,381.50645507162193
100174.0,Email,Email,True,110.62922077106856
100175.0,Search > Affiliate > Display,Display,True,93.25929973478264
100176.0,Email > Search,Search,True,162.69093443450942
,Display,Display,False,0.0
,Social > Search > Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Display > Display,Display,False,0.0
,Social,Social,False,0.0
,Search > Display > Affiliate,Affiliate,False,0.0
,Display > Display,Display,False,0.0
,Search > Search > Social,Social,False,0.0
,Social > Display,Display,False,0.0
,Social,Social,False,0.0
,Display,Display,False,0.0
,Search > Search,Search,False,0.0
,Social > Search,Search,False,0.0
,Display > Affiliate > Social > Social,Social,False,0.0
,Social > Display > Search,Search,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Display,Display,False,0.0
,Social > Search > Display,Display,False,0.0
,Display > Display,Display,False,0.0
,Social > Search > Display > Search,Search,False,0.0
,Search > Search > Display,Display,False,0.0
,Search > Social,Social,False,0.0
,Search > Email > Search,Search,False,0.0
,Email > Search > Social,Social,False,0.0
,Display,Display,False,0.0
,Social > Search,Search,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Display > Social > Affiliate,Affiliate,False,0.0
,Email > Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Search,Search,False,0.0
,Affiliate > Display,Display,False,0.0
,Display > Social > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Social > Search,Search,False,0.0
,Search > Display,Display,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Search,Search,False,0.0
,Search > Email,Email,False,0.0
,Social > Search > Display,Display,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Social,Social,False,0.0
,Social > Search,Search,False,0.0
,Social > Social > Search > Social,Social,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Search,Search,False,0.0
,Display > Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Display,Display,False,0.0
,Search,Search,False,0.0
,Email,Email,False,0.0
,Social,Social,False,0.0
,Social,Social,False,0.0
,Social > Search,Search,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Affiliate > Affiliate > Email,Email,False,0.0
,Display > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Search > Search > Email,Email,False,0.0
,Social,Social,False,0.0
,Social > Social > Search,Search,False,0.0
,Email,Email,False,0.0
,Social > Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Display,Display,False,0.0
,Social > Search > Social > Display,Display,False,0.0
,Email,Email,False,0.0
,Email > Social,Social,False,0.0
,Search,Search,False,0.0
,Email,Email,False,0.0
,Display > Search > Search,Search,False,0.0
,Social > Search > Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Search > Social > Email,Email,False,0.0
,Display,Display,False,0.0
,Affiliate,Affiliate,False,0.0
,Affiliate > Display > Search,Search,False,0.0
,Search > Search > Display > Display,Display,False,0.0
,Search > Display > Display,Display,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Display > Display > Affiliate > Search,Search,False,0.0
,Social > Email > Search,Search,False,0.0
,Search > Search > Display > Search,Search,False,0.0
,Social > Display,Display,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Email > Search,Search,False,0.0
,Display > Social,Social,False,0.0
,Social > Social,Social,False,0.0
,Display,Display,False,0.0
,Search > Search,Search,False,0.0
,Social > Social > Email > Display,Display,False,0.0
,Display > Email,Email,False,0.0
,Social > Search,Search,False,0.0
,Display > Search > Email > Social,Social,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Display,Display,False,0.0
,Search > Affiliate,Affiliate,False,0.0
,Search > Social,Social,False,0.0
,Search > Search > Search,Search,False,0.0
,Display,Display,False,0.0
,Search > Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Affiliate,Affiliate,False,0.0
,Search > Email,Email,False,0.0
,Display > Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Search,Search,False,0.0
,Search > Social > Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Display > Email,Email,False,0.0
,Social,Social,False,0.0
,Search > Email,Email,False,0.0
,Search > Social > Email,Email,False,0.0
,Social > Social > Search > Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Affiliate > Search > Social > Email,Email,False,0.0
,Display,Display,False,0.0
,Search > Search > Affiliate > Social,Social,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Affiliate > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Affiliate,Affiliate,False,0.0
,Social > Social > Search,Search,False,0.0
,Display > Social,Social,False,0.0
,Social > Search > Display > Search,Search,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Display > Social,Social,False,0.0
,Display,Display,False,0.0
,Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Social > Email > Search > Social,Social,False,0.0
,Social > Display > Search,Search,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Affiliate,Affiliate,False,0.0
,Search > Search > Email > Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Display > Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Affiliate > Search,Search,False,0.0
,Display > Social,Social,False,0.0
100177.0,Search > Social,Social,True,85.5036914613132
100178.0,Search > Display,Display,True,92.960484107235
100179.0,Affiliate,Affiliate,True,165.0402370791104
100180.0,Search,Search,True,311.99079048225985
100181.0,Search > Search,Search,True,91.17442813759767
100182.0,Search,Search,True,380.8488810603692
100183.0,Search,Search,True,131.1948688156075
100184.0,Affiliate,Affiliate,True,108.66497780313124
100185.0,Display > Email,Email,True,121.29513175335073
100186.0,Search > Display > Search,Search,True,194.32308287704382
100187.0,Search,Search,True,155.79660377122863
100188.0,Display,Display,True,128.62051726917622
100189.0,Search > Social > Display,Display,True,288.9738794300267
100190.0,Affiliate > Search,Search,True,295.23287005165963
100191.0,Search > Display > Social,Social,True,373.09797923529794
100192.0,Social,Social,True,267.02067897827897
100193.0,Social > Social > Social,Social,True,80.49941306630103
100194.0,Search,Search,True,74.83846214570194
100195.0,Social,Social,True,174.63755245801008
100196.0,Search,Search,True,110.51582437053462
100197.0,Email > Display > Search,Search,True,172.67347916321242
100198.0,Display > Display > Search,Search,True,288.8212579816762
100199.0,Social > Social,Social,True,221.5180468030095
100200.0,Search > Social,Social,True,171.35871731679512
100201.0,Social,Social,True,126.18741985583074
100202.0,Display,Display,True,144.72367859163214
100203.0,Search,Search,True,220.81512132164497
100204.0,Social > Social > Search,Search,True,270.4123192952931
100205.0,Social > Search > Search,Search,True,213.26593001092488
100206.0,Search,Search,True,150.98657083745778
100207.0,Affiliate,Affiliate,True,137.3353994758045
100208.0,Display > Display,Display,True,209.75770827781452
100209.0,Social,Social,True,142.63280431408924
100210.0,Affiliate,Affiliate,True,120.86785941101552
100211.0,Search > Display > Display > Display,Display,True,117.46142336132046
100212.0,Affiliate > Search > Display > Social,Social,True,122.03681334119644
100213.0,Affiliate > Email,Email,True,212.05969260648448
100214.0,Search,Search,True,294.94083074539503
100215.0,Social > Search,Search,True,147.6177396681658
100216.0,Social,Social,True,198.38445384333644
100217.0,Social,Social,True,238.41370246318772
100218.0,Affiliate,Affiliate,True,154.79749153430626
100219.0,Display,Display,True,66.80270060720778
100220.0,Display > Search,Search,True,128.6835912692669
100221.0,Search > Social,Social,True,153.15653198632472
100222.0,Email > Social > Social,Social,True,200.73947274441872
100223.0,Search > Social > Display,Display,True,140.79416683699415
100224.0,Search > Social > Search,Search,True,232.37412656870063
100225.0,Display,Display,True,246.1899995683621
100226.0,Search,Search,True,122.0928152506656
100227.0,Social > Search > Search,Search,True,189.60616962052555
100228.0,Search,Search,True,304.0987269829295
100229.0,Search,Search,True,207.15340843586492
100230.0,Display > Search,Search,True,296.6646084933439
100231.0,Search,Search,True,84.02426185829215
100232.0,Social > Social,Social,True,264.91192163379753
100233.0,Search,Search,True,305.905845417545
100234.0,Search,Search,True,265.7446006435736
100235.0,Social > Search > Search > Display,Display,True,218.75586548144992
100236.0,Social > Display,Display,True,265.2336916473479
100237.0,Display,Display,True,228.4524628372032
100238.0,Search > Social > Search,Search,True,105.89676210383054
100239.0,Search > Search,Search,True,206.15152961903294
100240.0,Email > Search,Search,True,219.05324627899066
100241.0,Email > Search,Search,True,139.7612556932641
100242.0,Search > Search,Search,True,266.53781170427345
100243.0,Search > Social > Search,Search,True,385.6073753553897
100244.0,Search > Search > Search > Social,Social,True,208.81052039711764
100245.0,Email,Email,True,166.60960166414577
100246.0,Social,Social,True,177.30258410282616
100247.0,Display > Search > Search > Search,Search,True,225.8989431731189
100248.0,Search,Search,True,167.32482044385893
100249.0,Search > Search > Social,Social,True,120.20938368495881
100250.0,Search,Search,True,145.55187935103066
100251.0,Social > Display,Display,True,293.96180741448313
100252.0,Social > Search,Search,True,176.99154078142203
100253.0,Social > Display > Affiliate,Affiliate,True,141.46582781936303
100254.0,Display,Display,True,253.18147171632415
100255.0,Display,Display,True,136.0585905820196
100256.0,Search > Social > Social,Social,True,79.87886253845521
100257.0,Email > Affiliate > Search,Search,True,138.52482376609993
100258.0,Display > Search > Search,Search,True,218.05504663129133
100259.0,Display > Search,Search,True,163.37019083352774
100260.0,Search > Search,Search,True,115.29330745178386
100261.0,Search > Social > Search,Search,True,213.16657083224305
100262.0,Search > Search,Search,True,162.40181066826617
100263.0,Affiliate > Search > Search,Search,True,220.39761019793772
100264.0,Affiliate > Email,Email,True,348.43544092987463
100265.0,Affiliate,Affiliate,True,182.43011519262544
100266.0,Search > Search > Search > Search,Search,True,148.12230082971942
100267.0,Search,Search,True,306.24864519955776
100268.0,Social > Social > Search > Affiliate,Affiliate,True,140.48805030592698
100269.0,Search,Search,True,263.5459019558563
100270.0,Social,Social,True,180.78715152418962
100271.0,Social > Display > Display,Display,True,257.9591530020249
100272.0,Search,Search,True,137.53598302347828
100273.0,Social,Social,True,198.00819590551058
100274.0,Social > Display > Social > Display,Display,True,275.04008310687135
100275.0,Social,Social,True,200.9183009833969
100276.0,Social > Search,Search,True,155.19398996509378
100277.0,Display,Display,True,225.91629188787363
100278.0,Social,Social,True,346.84404906913454
100279.0,Search,Search,True,143.94504455433682
100280.0,Social,Social,True,303.60041387829517
100281.0,Social,Social,True,50.55804597124748
100282.0,Social > Display,Display,True,245.24658719196756
100283.0,Search > Search,Search,True,140.09114716252276
100284.0,Display > Social,Social,True,237.4729038369537
100285.0,Social > Social,Social,True,151.73768132236262
100286.0,Social,Social,True,73.12699160791382
100287.0,Email > Display,Display,True,50.6760460147071
100288.0,Display > Social,Social,True,96.86023251752965
100289.0,Search > Email,Email,True,178.47565747316153
100290.0,Affiliate,Affiliate,True,491.27059073740406
100291.0,Search > Search,Search,True,232.8818230008119
100292.0,Social,Social,True,353.14627426649776
100293.0,Search,Search,True,159.5810402407024
100294.0,Email,Email,True,135.80906031014192
100295.0,Search > Affiliate,Affiliate,True,383.5263635104085
100296.0,Search > Social,Social,True,225.00378530319617
100297.0,Display,Display,True,112.75322104866008
100298.0,Display > Social > Email,Email,True,163.35317516846354
100299.0,Affiliate,Affiliate,True,139.85570194077522
100300.0,Display,Display,True,113.67235904014106
100301.0,Search,Search,True,244.54907897248856
100302.0,Search,Search,True,174.64899890797537
100303.0,Search,Search,True,202.227090722726
100304.0,Display > Search,Search,True,220.315976830215
100305.0,Search > Social,Social,True,144.19217897355225
100306.0,Search,Search,True,244.64822254700837
100307.0,Affiliate,Affiliate,True,235.1186630003024
100308.0,Display,Display,True,278.62621621114704
100309.0,Search > Email > Display,Display,True,178.13927661963874
100310.0,Search > Display > Email,Email,True,188.02506716495296
100311.0,Search,Search,True,178.20741295176745
100312.0,Social > Social,Social,True,184.3676470201691
100313.0,Display > Display > Search > Social,Social,True,160.28036422422358
100314.0,Social > Search,Search,True,184.13885085782897
100315.0,Social > Search > Social,Social,True,445.2262582289604
100316.0,Email,Email,True,111.29321352375074
100317.0,Social > Search > Social > Search,Search,True,212.9325068533171
100318.0,Display > Affiliate > Social,Social,True,373.13959491757595
100319.0,Social,Social,True,159.4463631265002
100320.0,Search > Social,Social,True,235.8291204475466
100321.0,Display,Display,True,153.4536372062154
100322.0,Social,Social,True,308.8680111352202
100323.0,Social,Social,True,139.00501882886238
100324.0,Display,Display,True,203.8795876871013
100325.0,Social,Social,True,287.2751415872235
100326.0,Display,Display,True,151.1223056808162
100327.0,Display > Email,Email,True,204.27317613927588
100328.0,Affiliate > Social,Social,True,294.5179923310977
100329.0,Social > Social,Social,True,156.41586825248228
100330.0,Display > Search > Search,Search,True,626.3115836149234
100331.0,Display,Display,True,157.9810712493476
100332.0,Search > Search,Search,True,121.7504693666703
100333.0,Search > Search,Search,True,143.41357945826695
100334.0,Social,Social,True,72.04847412516024
100335.0,Affiliate,Affiliate,True,252.80823138871895
100336.0,Search,Search,True,161.05790577840742
100337.0,Search > Display > Search,Search,True,88.39785583963169
100338.0,Display,Display,True,254.78492539357464
100339.0,Display,Display,True,76.60581350865975
100340.0,Email,Email,True,208.15969041518446
100341.0,Display,Display,True,162.14831024994643
100342.0,Email,Email,True,168.80809461554244
100343.0,Search > Search,Search,True,166.87845750623381
100344.0,Affiliate > Search > Email > Social,Social,True,274.672334740977
100345.0,Affiliate > Search,Search,True,112.98098217108577
100346.0,Search > Search,Search,True,236.1660477217256
100347.0,Search > Search,Search,True,239.57881715168386
100348.0,Search,Search,True,202.65483901535532
100349.0,Search,Search,True,372.6293587325309
100350.0,Search,Search,True,197.17405488735534
100351.0,Social > Search > Search,Search,True,236.30023541513427
100352.0,Display > Search > Social,Social,True,519.1044586000199
100353.0,Social > Social > Search > Search,Search,True,163.01032432682095
100354.0,Search,Search,True,268.22763117730074
100355.0,Display,Display,True,277.81790842416353
,Search,Search,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Display,Display,False,0.0
,Social > Social,Social,False,0.0
,Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Display > Display > Search,Search,False,0.0
,Search,Search,False,0.0
,Social > Display,Display,False,0.0
,Display > Search > Search > Display,Display,False,0.0
,Search,Search,False,0.0
,Search > Email,Email,False,0.0
,Search > Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Display,Display,False,0.0
,Search > Search > Search,Search,False,0.0
,Display,Display,False,0.0
,Search > Search,Search,False,0.0
,Social,Social,False,0.0
,Affiliate,Affiliate,False,0.0
,Search > Social > Email,Email,False,0.0
,Search > Search,Search,False,0.0
,Social > Social > Email,Email,False,0.0
,Email > Search > Social,Social,False,0.0
,Display > Social,Social,False,0.0
,Display,Display,False,0.0
,Search > Social,Social,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Social > Display,Display,False,0.0
,Search > Search > Email,Email,False,0.0
,Affiliate,Affiliate,False,0.0
,Social > Affiliate > Search,Search,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Social,Social,False,0.0
,Social > Search,Search,False,0.0
,Display,Display,False,0.0
,Display,Display,False,0.0
,Display > Display,Display,False,0.0
,Social,Social,False,0.0
,Social > Affiliate > Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Email > Email > Search,Search,False,0.0
,Display,Display,False,0.0
,Display,Display,False,0.0
,Social,Social,False,0.0
,Search > Social > Search,Search,False,0.0
,Social,Social,False,0.0
,Search > Social > Display,Display,False,0.0
,Search,Search,False,0.0
,Display > Social > Social > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Display,Display,False,0.0
,Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Social > Display,Display,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Display > Search,Search,False,0.0
,Search > Social,Social,False,0.0
,Affiliate > Social > Social,Social,False,0.0
,Display > Search > Social > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Search,Search,False,0.0
,Display > Display,Display,False,0.0
,Email,Email,False,0.0
,Search > Search > Display,Display,False,0.0
,Affiliate > Email > Social,Social,False,0.0
,Search > Search,Search,False,0.0
,Social > Social,Social,False,0.0
,Search > Social,Social,False,0.0
,Search,Search,False,0.0
,Display > Affiliate > Search,Search,False,0.0
,Search > Social,Social,False,0.0
,Display > Email > Search,Search,False,0.0
,Search > Email > Search,Search,False,0.0
,Social,Social,False,0.0
,Search > Search > Email > Search,Search,False,0.0
,Social,Social,False,0.0
,Email,Email,False,0.0
,Social > Affiliate > Social,Social,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Display > Search > Social > Display,Display,False,0.0
,Email > Social > Display > Social,Social,False,0.0
,Search > Search,Search,False,0.0
,Search > Search,Search,False,0.0
,Search > Social,Social,False,0.0
,Affiliate > Social,Social,False,0.0
,Social,Social,False,0.0
,Affiliate > Social > Search,Search,False,0.0
,Search > Social > Search,Search,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Search > Display > Search > Social,Social,False,0.0
,Email,Email,False,0.0
,Social > Display > Social,Social,False,0.0
,Display > Email > Social > Search,Search,False,0.0
,Search > Social,Social,False,0.0
,Social > Search,Search,False,0.0
,Social,Social,False,0.0
,Search > Social > Display > Social,Social,False,0.0
,Search,Search,False,0.0
,Affiliate,Affiliate,False,0.0
,Search,Search,False,0.0
,Search,Search,False,0.0
,Search > Search > Social,Social,False,0.0
,Search,Search,False,0.0
,Display > Email > Email,Email,False,0.0
,Search > Display,Display,False,0.0
,Display > Social > Search,Search,False,0.0
,Display > Affiliate > Search,Search,False,0.0
,Search,Search,False,0.0
,Search > Search > Affiliate,Affiliate,False,0.0
,Display,Display,False,0.0
,Display,Display,False,0.0
,Email > Email,Email,False,0.0
,Search,Search,False,0.0
,Display,Display,False,0.0
,Social > Social > Search,Search,False,0.0
,Affiliate > Search > Social,Social,False,0.0
,Social,Social,False,0.0
,Search > Social,Social,False,0.0
,Social,Social,False,0.0
,Search > Display,Display,False,0.0
,Search > Search,Search,False,0.0
,Affiliate > Search > Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Social > Search,Search,False,0.0
,Social,Social,False,0.0
,Search,Search,False,0.0
,Search > Display > Email,Email,False,0.0
,Search,Search,False,0.0
,Email > Affiliate,Affiliate,False,0.0
,Search > Display,Display,False,0.0
100356.0,Search > Search,Search,True,163.593940765457
100357.0,Search,Search,True,346.3576358152526
100358.0,Display > Search > Search,Search,True,204.1298687368889
