order_id,order_date,revenue
100082,2024-01-01,187.17877710666434
100083,2024-01-01,101.28330282121746
100084,2024-01-01,293.1752931209617
100085,2024-01-01,237.90094755899574
100086,2024-01-01,116.97725601746136
100087,2024-01-01,285.2055080845054
100088,2024-01-01,455.96472228138487
100089,2024-01-01,181.32794968878991
100090,2024-01-01,184.06930328493303
100091,2024-01-01,190.5886938686153
100092,2024-01-01,97.73045664280859
100093,2024-01-01,212.3351569138561
100094,2024-01-01,90.53525366883761
100095,2024-01-01,136.35478968604323
100096,2024-01-01,155.61655089828272
100097,2024-01-01,214.11805073444594
100098,2024-01-01,283.04539868734423
100099,2024-01-01,139.19355420205676
100100,2024-01-01,108.80111992335772
100101,2024-01-01,315.26022252208577
100102,2024-01-01,214.43504068433782
100103,2024-01-01,208.63163703594077
100104,2024-01-01,251.92240253873328
100105,2024-01-01,236.4389245804025
100106,2024-01-01,176.0714938717267
100107,2024-01-01,187.31530952689565
100108,2024-01-01,211.1357347272534
100109,2024-01-01,155.96608787372654
100110,2024-01-01,214.96274590931918
100111,2024-01-01,214.86784174060142
100112,2024-01-01,213.28663935340262
100113,2024-01-01,238.34113860667654
100114,2024-01-01,97.17925661187016
100115,2024-01-01,259.03894892012835
100116,2024-01-01,114.41550378706691
100117,2024-01-01,158.1695217628407
100118,2024-01-01,285.91279002588556
100119,2024-01-01,168.81961365196935
100120,2024-01-01,86.73755273018182
100121,2024-01-01,81.13634738758876
100122,2024-01-01,266.69518789476916
100123,2024-01-01,124.87480521974314
100124,2024-01-01,153.42897508527471
100125,2024-01-01,98.82778595991422
100126,2024-01-01,209.50662119651878
100127,2024-01-01,195.51300768497848
100128,2024-01-01,348.9788673349448
100129,2024-01-01,260.69674259630847
100130,2024-01-01,318.54991619902125
100131,2024-01-01,148.16091144861167
100132,2024-01-01,164.74634393454426
100133,2024-01-01,356.70047616222257
100134,2024-01-01,206.39359825545995
100135,2024-01-01,140.72232029106428
100136,2024-01-01,143.1044822628453
100137,2024-01-01,288.1401929026839
100138,2024-01-01,201.5272720211631
100139,2024-01-01,99.8224195512432
100140,2024-01-01,179.97842268796276
100141,2024-01-01,273.7470880752204
100142,2024-01-01,223.40057010878309
100143,2024-01-01,141.4931959447686
100144,2024-01-01,196.6603706837955
100145,2024-01-01,325.8623708087308
100146,2024-01-01,203.51496426689272
100147,2024-01-01,162.66626882944215
100148,2024-01-01,168.3506753785398
100149,2024-01-01,199.42575444338965
100150,2024-01-01,104.81771443810574
100151,2024-01-01,194.7580712520659
100152,2024-01-01,115.9039459960932
100153,2024-01-01,219.00316774539758
100154,2024-01-01,170.6526085256253
100155,2024-01-01,218.20808425468277
100156,2024-01-01,217.36131460387844
100157,2024-01-01,141.56911814518705
100158,2024-01-01,310.6708271619766
100159,2024-01-01,93.29530720727429
100160,2024-01-01,165.48227639620316
100161,2024-01-01,142.91732682737447
100162,2024-01-01,316.3800531866355
100163,2024-01-01,215.05534986295493
100164,2024-01-01,281.6035698846003
100165,2024-01-01,97.77956338207547
100166,2024-01-01,156.40145574176478
100167,2024-01-01,259.949253652117
100168,2024-01-01,96.72722067932426
100169,2024-01-01,236.53759486601177
100170,2024-01-01,180.69847470609463
100171,2024-01-01,164.51071249650164
100172,2024-01-01,209.30365700534688
100173,2024-01-01,381.50645507162193
100174,2024-01-01,110.62922077106856
100175,2024-01-01,93.25929973478264
100176,2024-01-01,162.69093443450942
100177,2024-01-02,85.5036914613132
100178,2024-01-02,92.960484107235
100179,2024-01-02,165.0402370791104
100180,2024-01-02,311.99079048225985
100181,2024-01-02,91.17442813759767
100182,2024-01-02,380.8488810603692
100183,2024-01-02,131.1948688156075
100184,2024-01-02,108.66497780313124
100185,2024-01-02,121.29513175335073
100186,2024-01-02,194.32308287704382
100187,2024-01-02,155.79660377122863
100188,2024-01-02,128.62051726917622
100189,2024-01-02,288.9738794300267
100190,2024-01-02,295.23287005165963
100191,2024-01-02,373.09797923529794
100192,2024-01-02,267.02067897827897
100193,2024-01-02,80.49941306630103
100194,2024-01-02,74.83846214570194
100195,2024-01-02,174.63755245801008
100196,2024-01-02,110.51582437053462
100197,2024-01-02,172.67347916321242
100198,2024-01-02,288.8212579816762
100199,2024-01-02,221.5180468030095
100200,2024-01-02,171.35871731679512
100201,2024-01-02,126.18741985583074
100202,2024-01-02,144.72367859163214
100203,2024-01-02,220.81512132164497
100204,2024-01-02,270.4123192952931
100205,2024-01-02,213.26593001092488
100206,2024-01-02,150.98657083745778
100207,2024-01-02,137.3353994758045
100208,2024-01-02,209.75770827781452
100209,2024-01-02,142.63280431408924
100210,2024-01-02,120.86785941101552
100211,2024-01-02,117.46142336132046
100212,2024-01-02,122.03681334119644
100213,2024-01-02,212.05969260648448
100214,2024-01-02,294.94083074539503
100215,2024-01-02,147.6177396681658
100216,2024-01-02,198.38445384333644
100217,2024-01-02,238.41370246318772
100218,2024-01-02,154.79749153430626
100219,2024-01-02,66.80270060720778
100220,2024-01-02,128.6835912692669
100221,2024-01-02,153.15653198632472
100222,2024-01-02,200.73947274441872
100223,2024-01-02,140.79416683699415
100224,2024-01-02,232.37412656870063
100225,2024-01-02,246.1899995683621
100226,2024-01-02,122.0928152506656
100227,2024-01-02,189.60616962052555
100228,2024-01-02,304.0987269829295
100229,2024-01-02,207.15340843586492
100230,2024-01-02,296.6646084933439
100231,2024-01-02,84.02426185829215
100232,2024-01-02,264.91192163379753
100233,2024-01-02,305.905845417545
100234,2024-01-02,265.7446006435736
100235,2024-01-02,218.75586548144992
100236,2024-01-02,265.2336916473479
100237,2024-01-02,228.4524628372032
100238,2024-01-02,105.89676210383054
100239,2024-01-02,206.15152961903294
100240,2024-01-02,219.05324627899066
100241,2024-01-02,139.7612556932641
100242,2024-01-02,266.53781170427345
100243,2024-01-02,385.6073753553897
100244,2024-01-02,208.81052039711764
100245,2024-01-02,166.60960166414577
100246,2024-01-02,177.30258410282616
100247,2024-01-02,225.8989431731189
100248,2024-01-02,167.32482044385893
100249,2024-01-02,120.20938368495881
100250,2024-01-02,145.55187935103066
100251,2024-01-02,293.96180741448313
100252,2024-01-02,176.99154078142203
100253,2024-01-02,141.46582781936303
100254,2024-01-02,253.18147171632415
100255,2024-01-02,136.0585905820196
100256,2024-01-02,79.87886253845521
100257,2024-01-02,138.52482376609993
100258,2024-01-02,218.05504663129133
100259,2024-01-02,163.37019083352774
100260,2024-01-02,115.29330745178386
100261,2024-01-02,213.16657083224305
100262,2024-01-02,162.40181066826617
100263,2024-01-02,220.39761019793772
100264,2024-01-02,348.43544092987463
100265,2024-01-02,182.43011519262544
100266,2024-01-02,148.12230082971942
100267,2024-01-02,306.24864519955776
100268,2024-01-02,140.48805030592698
100269,2024-01-02,263.5459019558563
100270,2024-01-02,180.78715152418962
100271,2024-01-02,257.9591530020249
100272,2024-01-02,137.53598302347828
100273,2024-01-02,198.00819590551058
100274,2024-01-02,275.04008310687135
100275,2024-01-02,200.9183009833969
100276,2024-01-02,155.19398996509378
100277,2024-01-02,225.91629188787363
100278,2024-01-02,346.84404906913454
100279,2024-01-02,143.94504455433682
100280,2024-01-02,303.60041387829517
100281,2024-01-02,50.55804597124748
100282,2024-01-02,245.24658719196756
100283,2024-01-02,140.09114716252276
100284,2024-01-02,237.4729038369537
100285,2024-01-02,151.73768132236262
100286,2024-01-02,73.12699160791382
100287,2024-01-02,50.6760460147071
100288,2024-01-02,96.86023251752965
100289,2024-01-02,178.47565747316153
100290,2024-01-02,491.27059073740406
100291,2024-01-02,232.8818230008119
100292,2024-01-02,353.14627426649776
100293,2024-01-02,159.5810402407024
100294,2024-01-02,135.80906031014192
100295,2024-01-02,383.5263635104085
100296,2024-01-02,225.00378530319617
100297,2024-01-02,112.75322104866008
100298,2024-01-02,163.35317516846354
100299,2024-01-02,139.85570194077522
100300,2024-01-02,113.67235904014106
100301,2024-01-02,244.54907897248856
100302,2024-01-02,174.64899890797537
100303,2024-01-02,202.227090722726
100304,2024-01-02,220.315976830215
100305,2024-01-02,144.19217897355225
100306,2024-01-02,244.64822254700837
100307,2024-01-02,235.1186630003024
100308,2024-01-02,278.62621621114704
100309,2024-01-02,178.13927661963874
100310,2024-01-02,188.02506716495296
100311,2024-01-02,178.20741295176745
100312,2024-01-02,184.3676470201691
100313,2024-01-02,160.28036422422358
100314,2024-01-02,184.13885085782897
100315,2024-01-02,445.2262582289604
100316,2024-01-02,111.29321352375074
100317,2024-01-02,212.9325068533171
100318,2024-01-02,373.13959491757595
100319,2024-01-02,159.4463631265002
100320,2024-01-02,235.8291204475466
100321,2024-01-02,153.4536372062154
100322,2024-01-02,308.8680111352202
100323,2024-01-02,139.00501882886238
100324,2024-01-02,203.8795876871013
100325,2024-01-02,287.2751415872235
100326,2024-01-02,151.1223056808162
100327,2024-01-02,204.27317613927588
100328,2024-01-02,294.5179923310977
100329,2024-01-02,156.41586825248228
100330,2024-01-02,626.3115836149234
100331,2024-01-02,157.9810712493476
100332,2024-01-02,121.7504693666703
100333,2024-01-02,143.41357945826695
100334,2024-01-02,72.04847412516024
100335,2024-01-02,252.80823138871895
100336,2024-01-02,161.05790577840742
100337,2024-01-02,88.39785583963169
100338,2024-01-02,254.78492539357464
100339,2024-01-02,76.60581350865975
100340,2024-01-02,208.15969041518446
100341,2024-01-02,162.14831024994643
100342,2024-01-02,168.80809461554244
100343,2024-01-02,166.87845750623381
100344,2024-01-02,274.672334740977
100345,2024-01-02,112.98098217108577
100346,2024-01-02,236.1660477217256
100347,2024-01-02,239.57881715168386
100348,2024-01-02,202.65483901535532
100349,2024-01-02,372.6293587325309
100350,2024-01-02,197.17405488735534
100351,2024-01-02,236.30023541513427
100352,2024-01-02,519.1044586000199
100353,2024-01-02,163.01032432682095
100354,2024-01-02,268.22763117730074
100355,2024-01-02,277.81790842416353
100356,2024-01-03,163.593940765457
100357,2024-01-03,346.3576358152526
100358,2024-01-03,204.1298687368889
100359,2024-01-03,169.01758100314936
100360,2024-01-03,114.24660940044134
100361,2024-01-03,186.42874604271017
100362,2024-01-03,123.97156168405937
100363,2024-01-03,242.03144754295252
100364,2024-01-03,679.2885877541346
100365,2024-01-03,111.83251893868582
100366,2024-01-03,216.88208736314513
100367,2024-01-03,122.57894401778822
100368,2024-01-03,254.14189448205445
100369,2024-01-03,243.34835153274494
100370,2024-01-03,208.39324942079716
100371,2024-01-03,244.08005114650905
100372,2024-01-03,91.17963052530123
100373,2024-01-03,144.52347415299133
100374,2024-01-03,74.54463678450506
100375,2024-01-03,129.40077257725824
100376,2024-01-03,296.32240059709704
100377,2024-01-03,141.66181223700534
100378,2024-01-03,99.37115874848624
100379,2024-01-03,251.1025575991022
100380,2024-01-03,299.1455463326093
100381,2024-01-03,110.84153821883949
100382,2024-01-03,245.85546794910297
100383,2024-01-03,111.51981797163343
100384,2024-01-03,237.2818270212518
100385,2024-01-03,83.41160070102518
100386,2024-01-03,448.61475501650347
100387,2024-01-03,233.46043685119423
100388,2024-01-03,92.27650227982532
100389,2024-01-03,155.08614088684905
100390,2024-01-03,427.64098624445484
100391,2024-01-03,94.98878379924894
100392,2024-01-03,167.15451528662683
100393,2024-01-03,336.017637774988
100394,2024-01-03,243.35653463045688
100395,2024-01-03,189.03297126132625
100396,2024-01-03,198.20009133731622
100397,2024-01-03,180.5247596562953
100398,2024-01-03,80.07840896287287
100399,2024-01-03,230.8202025752052
100400,2024-01-03,115.29752870854949
100401,2024-01-03,116.82640287327708
100402,2024-01-03,220.47520777780866
100403,2024-01-03,157.9910659548113
100404,2024-01-03,284.2549826160993
100405,2024-01-03,121.00402113697655
100406,2024-01-03,73.73665221410565
100407,2024-01-03,184.0694834655848
100408,2024-01-03,124.82351613016337
100409,2024-01-03,88.04607486232662
100410,2024-01-03,136.6170057126624
100411,2024-01-03,158.90653844187707
100412,2024-01-03,334.77311670439184
100413,2024-01-03,158.12221824426322
100414,2024-01-03,172.40203218802924
100415,2024-01-03,346.82224902635255
100416,2024-01-03,238.3954894943564
100417,2024-01-03,141.0749405351073
100418,2024-01-03,183.30645790788913
100419,2024-01-03,121.76219834086442
100420,2024-01-03,99.60204444151124
100421,2024-01-03,68.02766907058684
100422,2024-01-03,96.06494047205383
100423,2024-01-03,260.19195164355114
100424,2024-01-03,207.9929059189245
100425,2024-01-03,103.10911823542045
100426,2024-01-03,128.52403710348378
100427,2024-01-03,268.8835185450342
100428,2024-01-03,45.51227434703049
100429,2024-01-03,257.2600815281303
100430,2024-01-03,94.11273304428893
100431,2024-01-03,149.9471159875111
100432,2024-01-03,247.04483476505567
100433,2024-01-03,137.5733910673575
100434,2024-01-03,123.62144536613368
100435,2024-01-03,142.10225589727486
100436,2024-01-03,445.7052518912378
100437,2024-01-03,302.77465063361393
100438,2024-01-03,136.6066410496223
100439,2024-01-03,159.99120924615153
100440,2024-01-03,278.87264650968433
100441,2024-01-03,139.4492834111423
100442,2024-01-03,55.778110513879625
100443,2024-01-03,101.41943837329958
100444,2024-01-03,308.857948426005
100445,2024-01-03,288.95494245936015
100446,2024-01-03,150.66197910927866
100447,2024-01-03,287.0712213056234
100448,2024-01-03,67.52702503099253
100449,2024-01-03,372.3230617850757
100450,2024-01-03,252.37183088544498
100451,2024-01-03,186.39324210886423
100452,2024-01-03,163.66183159466632
100453,2024-01-03,170.0698271551042
100454,2024-01-03,227.47988491248918
100455,2024-01-03,240.3130055703685
100456,2024-01-03,134.20102085633044
100457,2024-01-03,127.53966001074883
100458,2024-01-03,210.40803629074242
100459,2024-01-03,375.4730209350425
100460,2024-01-03,112.72624057740713
100461,2024-01-03,154.6000420576256
100462,2024-01-03,153.79823178048895
100463,2024-01-03,85.4536054521948
100464,2024-01-03,348.3001456791596
100465,2024-01-03,129.96478196330222
100466,2024-01-03,178.9045847023954
100467,2024-01-03,256.9295196598283
100468,2024-01-03,449.49953625618843
100469,2024-01-03,201.08781586976207
100470,2024-01-03,116.63314446241824
100471,2024-01-03,75.12832375635357
100472,2024-01-03,264.5844734868112
100473,2024-01-03,453.17133813987004
100474,2024-01-03,309.1311014079311
100475,2024-01-03,362.54397994397465
100476,2024-01-03,129.1225623236901
100477,2024-01-03,215.33481548861585
100478,2024-01-03,190.76217142485183
100479,2024-01-03,222.8607865043076
100480,2024-01-03,164.63916075215488
100481,2024-01-03,280.51923337804317
100482,2024-01-03,196.9027038891318
100483,2024-01-03,150.43402163522333
100484,2024-01-03,127.81177130713291
100485,2024-01-03,178.63639009340025
100486,2024-01-03,392.3516225417601
100487,2024-01-03,173.48889252599645
100488,2024-01-03,278.39163740631705
100489,2024-01-03,262.90800246845055
100490,2024-01-03,258.23829828574856
100491,2024-01-03,140.9216654230744
100492,2024-01-03,347.7585399763498
100493,2024-01-03,276.54899716648424
100494,2024-01-03,285.60894901943993
100495,2024-01-03,177.68944668536287
100496,2024-01-03,181.8738303137744
100497,2024-01-03,93.19125421099177
100498,2024-01-03,83.21118478317791
100499,2024-01-03,330.38167778895956
100500,2024-01-03,196.53293446488627
100501,2024-01-03,332.060250281668
100502,2024-01-03,139.844235616157
100503,2024-01-03,130.04995549157627
100504,2024-01-03,106.52939292711498
100505,2024-01-03,183.78037356542234
100506,2024-01-03,240.5983127821124
100507,2024-01-03,157.32379979710748
100508,2024-01-03,186.09673717821707
100509,2024-01-03,138.139422200619
100510,2024-01-03,322.4979800233933
100511,2024-01-03,160.9438151840772
100512,2024-01-03,170.70203388582874
100513,2024-01-03,193.37981342756456
100514,2024-01-03,87.29713444213854
100515,2024-01-03,153.47539925509966
100516,2024-01-03,156.95431655389626
100517,2024-01-03,61.41896738663359
100518,2024-01-03,140.00285850738138
100519,2024-01-03,159.7313803923844
100520,2024-01-03,182.94539589809455
100521,2024-01-03,93.7326671661197
100522,2024-01-03,103.52932507417046
100523,2024-01-03,179.1247279311296
100524,2024-01-03,234.3204277498821
100525,2024-01-03,156.1560586117139
100526,2024-01-03,183.68893682316116
100527,2024-01-03,228.71804506009332
100528,2024-01-03,190.2318483860056
100529,2024-01-03,157.04291941002722
100530,2024-01-03,424.02678390597885
100531,2024-01-04,168.35773773379944
100532,2024-01-04,324.00103220189783
100533,2024-01-04,267.55374112344066
100534,2024-01-04,131.2591385838326
100535,2024-01-04,155.23437302746314
100536,2024-01-04,93.0292199228156
100537,2024-01-04,153.05983540810647
100538,2024-01-04,368.9817007187369
100539,2024-01-04,137.64916455434957
100540,2024-01-04,99.04691527598001
100541,2024-01-04,151.71136968645536
100542,2024-01-04,83.25162929028035
100543,2024-01-04,436.5106711763699
100544,2024-01-04,295.1105324201809
100545,2024-01-04,111.6789755255306
100546,2024-01-04,158.46455807234108
100547,2024-01-04,154.28322396137875
100548,2024-01-04,141.38440204885583
100549,2024-01-04,110.6404060839024
100550,2024-01-04,508.4465363646026
100551,2024-01-04,420.04334228620115
100552,2024-01-04,479.0872194154239
100553,2024-01-04,78.43984280027016
100554,2024-01-04,111.20049817746981
100555,2024-01-04,157.6536513339773
100556,2024-01-04,84.35137453607
100557,2024-01-04,175.89063997352264
100558,2024-01-04,147.61037716474627
100559,2024-01-04,323.1112443727047
100560,2024-01-04,258.8488738481322
100561,2024-01-04,109.56908096536965
100562,2024-01-04,123.50195990828966
100563,2024-01-04,233.47865941385754
100564,2024-01-04,214.24748429394242
100565,2024-01-04,226.5398611593971
100566,2024-01-04,183.50924258967032
100567,2024-01-04,112.69659207719384
100568,2024-01-04,115.40555541484727
100569,2024-01-04,156.16161513151877
100570,2024-01-04,194.0206912055667
100571,2024-01-04,135.89147080479407
100572,2024-01-04,153.9986134965978
100573,2024-01-04,253.10895102066067
100574,2024-01-04,175.03785851202025
100575,2024-01-04,147.636447743252
100576,2024-01-04,261.06255792745384
100577,2024-01-04,271.86849457832466
100578,2024-01-04,245.01763427106548
100579,2024-01-04,244.5109544162636
100580,2024-01-04,130.93508414675378
100581,2024-01-04,154.9057766206697
100582,2024-01-04,279.0713092602252
100583,2024-01-04,301.1049371906382
100584,2024-01-04,267.075941217158
100585,2024-01-04,111.50698386933655
100586,2024-01-04,247.3449092719936
100587,2024-01-04,111.13457424576127
100588,2024-01-04,95.41624312115896
100589,2024-01-04,146.52795702117442
100590,2024-01-04,142.3217552707217
100591,2024-01-04,300.47593991590753
100592,2024-01-04,192.97543656648332
100593,2024-01-04,177.6285725963466
100594,2024-01-04,280.904478848096
100595,2024-01-04,240.02742181664817
100596,2024-01-04,464.3963805099894
100597,2024-01-04,262.43527545095026
100598,2024-01-04,180.1879042393923
100599,2024-01-04,155.36575562459845
100600,2024-01-04,271.58137161431443
100601,2024-01-04,300.7109559031215
100602,2024-01-04,125.28667167253262
100603,2024-01-04,149.59596784645825
100604,2024-01-04,466.1136830063346
100605,2024-01-04,97.18008208837763
100606,2024-01-04,143.7640041934536
100607,2024-01-04,171.2400710807074
100608,2024-01-04,117.13501082669343
100609,2024-01-04,394.4129351323182
100610,2024-01-04,79.43158647606023
100611,2024-01-04,203.8149118360841
100612,2024-01-04,153.7680522590533
100613,2024-01-04,227.44804453006265
100614,2024-01-04,184.96529052558088
100615,2024-01-04,230.43598954664915
100616,2024-01-04,226.13914143746155
100617,2024-01-04,163.51644005626045
100618,2024-01-04,234.52761790614846
100619,2024-01-04,123.06880568228439
100620,2024-01-04,63.633324173555486
100621,2024-01-04,154.26856651432936
100622,2024-01-04,227.55721845073433
100623,2024-01-04,229.87316664787548
100624,2024-01-04,148.7303629721974
100625,2024-01-04,138.66480675875772
100626,2024-01-04,92.02530870917607
100627,2024-01-04,115.36133505642486
100628,2024-01-04,243.65188251873477
100629,2024-01-04,170.26040888731725
100630,2024-01-04,169.24967108663552
100631,2024-01-04,155.13700443549388
100632,2024-01-04,656.8866358580218
100633,2024-01-04,207.31139717572384
100634,2024-01-04,247.63302707467324
100635,2024-01-04,72.7875721022327
100636,2024-01-04,341.4690896845655
100637,2024-01-04,163.58914082679996
100638,2024-01-04,224.22518335304
100639,2024-01-04,127.55703932033695
100640,2024-01-04,220.82282450536638
100641,2024-01-04,97.85512002207622
100642,2024-01-04,292.77937016459913
100643,2024-01-04,161.39899321239548
100644,2024-01-04,234.0846498654607
100645,2024-01-04,132.52760021977426
100646,2024-01-04,326.1740360458506
100647,2024-01-04,89.05218643365
100648,2024-01-04,388.21369860599424
100649,2024-01-04,193.43603943590125
100650,2024-01-04,271.23524087067847
100651,2024-01-04,82.83365817357684
100652,2024-01-04,235.2192109403479
100653,2024-01-04,222.96594476441268
100654,2024-01-04,142.87710768063346
100655,2024-01-04,145.27879036375631
100656,2024-01-04,188.12352500843508
100657,2024-01-04,153.51626977481214
100658,2024-01-04,216.76821749674212
100659,2024-01-04,129.4953477415756
100660,2024-01-04,172.66226384927774
100661,2024-01-04,299.00050987285056
100662,2024-01-04,247.9584790310643
100663,2024-01-04,176.50150263146764
100664,2024-01-04,475.49348216539846
100665,2024-01-04,146.73173550760004
100666,2024-01-04,203.1981849940776
100667,2024-01-04,80.89205575726692
100668,2024-01-04,371.43730208512505
100669,2024-01-04,189.91795617092066
100670,2024-01-04,72.57264159099952
100671,2024-01-04,103.64668397414923
100672,2024-01-04,81.90627336890746
100673,2024-01-04,396.79654529882504
100674,2024-01-04,280.35824960690087
100675,2024-01-04,84.34544398559464
100676,2024-01-04,273.9961789645542
100677,2024-01-04,246.9485909936584
100678,2024-01-04,295.9798750700609
100679,2024-01-04,525.5437796956613
100680,2024-01-04,120.15625151966391
100681,2024-01-04,69.5330950482433
100682,2024-01-04,89.50863123053902
100683,2024-01-04,222.6822524967118
100684,2024-01-04,128.7453421550268
100685,2024-01-04,151.84720546842044
100686,2024-01-04,151.60797855201136
100687,2024-01-04,177.92065631929708
100688,2024-01-04,103.6499564401005
100689,2024-01-04,156.61684895960695
100690,2024-01-04,129.3811638111352
100691,2024-01-04,211.02882691077747
100692,2024-01-04,223.60936212607277
100693,2024-01-04,171.70387077149442
100694,2024-01-04,150.99685246556976
100695,2024-01-04,88.68496236852674
100696,2024-01-04,103.12298390304969
100697,2024-01-04,164.55918995864715
100698,2024-01-04,193.3871405613682
100699,2024-01-04,174.4922460151124
100700,2024-01-04,157.29612097846325
100701,2024-01-04,204.51118991883916
100702,2024-01-04,82.2738194758229
100703,2024-01-04,132.57954287186377
100704,2024-01-04,162.8756185537312
100705,2024-01-04,223.60790172862335
100706,2024-01-04,174.8130358422858
100707,2024-01-04,259.7774315018983
100708,2024-01-04,177.55357034532892
100709,2024-01-05,151.85166497836985
100710,2024-01-05,185.65250818493982
100711,2024-01-05,267.56977949957036
100712,2024-01-05,176.03885849295682
100713,2024-01-05,617.2825800867635
100714,2024-01-05,164.18467930061155
100715,2024-01-05,171.1716591104001
100716,2024-01-05,241.0372267856114
100717,2024-01-05,152.25649644992745
100718,2024-01-05,78.14325874511165
100719,2024-01-05,119.97204939470303
100720,2024-01-05,224.37506303546135
100721,2024-01-05,247.95057642231586
100722,2024-01-05,158.51373398805512
100723,2024-01-05,86.17795688418339
100724,2024-01-05,197.75954208269826
100725,2024-01-05,326.82972814518445
100726,2024-01-05,131.385817512718
100727,2024-01-05,132.63758298492755
100728,2024-01-05,86.19712440683233
100729,2024-01-05,162.79319946115052
100730,2024-01-05,335.24956859142844
100731,2024-01-05,130.06293944784943
100732,2024-01-05,306.5815739089739
100733,2024-01-05,127.89757734854976
100734,2024-01-05,231.97511804723231
100735,2024-01-05,99.2091040782484
100736,2024-01-05,152.11604917623583
100737,2024-01-05,246.94232794203256
100738,2024-01-05,136.00809575827225
100739,2024-01-05,292.2147516086509
100740,2024-01-05,251.74025496291196
100741,2024-01-05,119.22938345698795
100742,2024-01-05,174.7135069376664
100743,2024-01-05,283.1667653143399
100744,2024-01-05,261.3802340816238
100745,2024-01-05,123.99803952016408
100746,2024-01-05,526.0185423920022
100747,2024-01-05,152.93389980369753
100748,2024-01-05,87.29596497656796
100749,2024-01-05,85.87991068727067
100750,2024-01-05,176.65013557729992
100751,2024-01-05,177.17530127303613
100752,2024-01-05,161.471138228743
100753,2024-01-05,205.38753949481656
100754,2024-01-05,123.443012289763
100755,2024-01-05,135.71641109109007
100756,2024-01-05,119.02112379955783
100757,2024-01-05,163.95935876321093
100758,2024-01-05,220.63939014287726
100759,2024-01-05,217.14019906614845
100760,2024-01-05,139.35429296636914
100761,2024-01-05,546.5175719922687
100762,2024-01-05,169.65843717631438
100763,2024-01-05,134.89803113894237
100764,2024-01-05,268.4916434595632
100765,2024-01-05,540.117531395034
100766,2024-01-05,167.60946786460892
100767,2024-01-05,392.04732517116605
100768,2024-01-05,439.2692861609039
100769,2024-01-05,178.1071237094376
100770,2024-01-05,179.44862593917327
100771,2024-01-05,267.2793265104104
100772,2024-01-05,125.07638061442108
100773,2024-01-05,112.56602442670668
100774,2024-01-05,287.07280117473204
100775,2024-01-05,345.9746876877113
100776,2024-01-05,200.49054595203188
