label,label_str,path
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\01003.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\01023.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\01024.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\01039.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\01041.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00343.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00357.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00362.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00363.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00370.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00377.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00378.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00381.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00389.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00390.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00401.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00403.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00405.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00410.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00419.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00434.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00445.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00447.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00460.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00461.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00472.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00473.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00482.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00489.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00495.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00503.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00504.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00513.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00516.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00518.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00519.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00535.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00538.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00539.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00549.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00587.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00588.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00591.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00596.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00113.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00114.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00119.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00127.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00132.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00133.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00136.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00141.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00142.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00144.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00152.jpg
1,real,C:\Users\user\Downloads\CNN_GAN_HOG\train\real\00104.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3EM3N2UWU3.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3EUJ1QROF1.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3F6RYF49BO.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3FBTKEIR78.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3FEURGOMDC.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3FM3A2Y7CC.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\3FMWGTRUFR.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0LYNY26K6N.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0NUWGD5JNA.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0NYUHISEVW.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0O47I2OBM4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0O2353M2MI.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OBDZRL4GQ.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OH06MZ31F.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OKFTHHY5Z.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OLW25LCEY.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OPNCKRZG6.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0OUQ0P4P8R.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0P8NE397QC.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0P20OTIDY6.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PBTR1V63A.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PFG94QYZK.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PIASMIZ5L.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PN8DA2G2P.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PQ653S61R.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0PU58NHWX4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0HNN7O4WLS.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0CVV5R10MS.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DBLO08SZW.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DD4NVKTZF.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DDDMS898Y.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DJULYVVJ2.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DK22QP1W0.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DOPX4E7HV.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0DVYA7FY5M.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0E1UV8P5TZ.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0E3OX3LYS1.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EDS0OZ1XY.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EKLGNA7CJ.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EMC93J2NL.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EOCBO1WUN.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0ERS0KM2KZ.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EX8TZFTRS.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EXGT4AJK1.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0EZVRCX9QN.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0F7NBTSSZ5.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0FFIGGYUHK.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0FHCECAHCI.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0FIDA3P6Q9.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0FWA9EAU8Q.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0FYWV83A9Y.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0G1A7SBRK9.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0G2RCUIW0I.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0G7K72KBYU.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0G8BKB200W.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GA5EWP3KD.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GA07WC70W.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GCSRW8CPV.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GHC9F1G75.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GR2UU7PTU.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GS7DUHY8O.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0GT76W1SNG.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0H7AXVLBTS.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0H7Q99VU2D.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0H8YA3ACCN.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0HG2YZLV9V.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0HIHBBQRD6.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0HLDGUXM7O.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0A266M95TD.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0ABCBZ0CWN.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0AEIDNSBKD.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0ARJBWDKA1.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0AW5ETVKV4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0B3N3K1GS4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BI6V9VNPK.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BJ8FHDRCL.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BKA6H4EE4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BLEO0FWIY.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BMMR954WG.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0BNEGXZ5OR.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0C28G3DC1O.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0CDIYG07TL.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0CHMGS8BF3.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0COHPC8N1I.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0CREN0FE4Z.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\0CV7E5UBZO.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00XUQJZGHU.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00F8LKY6JC.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00JEP4Z36Z.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00KEKJJ1Q4.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00MZYXAT77.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00PB1BNIE8.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00QKZTHTLF.jpg
0,fake,C:\Users\user\Downloads\CNN_GAN_HOG\train\fake\00V5CZZSSO.jpg

