day,priority,channel,queue,tickets,avg_frt_min,avg_ttr_min,p50_frt,p90_frt,p50_ttr,p90_ttr
2024-04-01,P3,Chat,Billing,15,20.133333333333333,42.93333333333333,21.0,27.599999999999998,42.0,63.20000000000001
2024-04-01,P3,Chat,General,3,18.0,37.333333333333336,17.000000000000004,22.6,39.0,43.8
2024-04-01,P3,Chat,Tech,12,18.0,59.0,18.0,27.700000000000003,53.0,79.9
2024-04-01,P3,Email,Billing,53,100.83018867924528,126.28301886792453,97.0,159.4,124.00000000000001,186.20000000000002
2024-04-01,P3,Email,General,35,92.62857142857143,113.97142857142858,97.0,141.8,112.0,165.4
2024-04-01,P3,Email,Tech,70,100.35714285714286,138.75714285714287,99.5,147.30000000000004,135.0,207.5
2024-04-01,P3,Web,Billing,32,45.46875,75.25,49.0,70.9,74.5,111.80000000000003
2024-04-01,P3,Web,General,16,46.3125,67.9375,48.5,62.50000000000001,66.0,88.5
2024-04-01,P3,Web,Tech,50,43.54,83.46,45.5,70.1,81.0,116.1
2024-04-02,P1,Chat,Billing,2,0.0,13.0,0.0,0.0,13.0,14.6
2024-04-02,P1,Chat,General,2,1.5,19.5,1.5,2.7,19.5,26.3
2024-04-02,P1,Chat,Tech,1,0.0,53.0,0.0,0.0,53.0,53.0
2024-04-02,P1,Email,Billing,17,75.47058823529412,102.47058823529412,64.00000000000001,121.2,94.0,164.6
2024-04-02,P1,Email,General,9,58.44444444444444,82.11111111111111,53.0,75.00000000000001,81.0,100.00000000000001
2024-04-02,P1,Email,Tech,11,81.54545454545455,124.0,66.00000000000001,148.0,124.00000000000001,179.0
2024-04-02,P1,Web,Billing,10,17.8,49.1,21.0,33.6,48.0,75.39999999999999
2024-04-02,P1,Web,General,1,22.0,58.0,22.0,22.0,58.0,58.0
2024-04-02,P1,Web,Tech,10,21.3,57.3,19.0,42.8,52.00000000000001,102.5
2024-04-02,P2,Chat,Billing,19,8.210526315789474,35.21052631578947,6.0,15.399999999999999,35.0,48.599999999999994
2024-04-02,P2,Chat,General,14,4.857142857142857,28.571428571428573,4.0,9.0,26.5,34.400000000000006
2024-04-02,P2,Chat,Tech,29,9.551724137931034,53.96551724137931,10.0,20.2,50.0,86.79999999999998
2024-04-02,P2,Email,Billing,99,96.81818181818181,124.71717171717172,97.0,151.2,125.00000000000001,187.4
2024-04-02,P2,Email,General,62,88.69354838709677,112.58064516129032,87.5,144.5,110.5,166.2
2024-04-02,P2,Email,Tech,131,89.83206106870229,128.93129770992365,89.0,142.0,125.00000000000001,196.0
2024-04-02,P2,Web,Billing,75,36.0,59.626666666666665,35.0,58.0,55.0,90.60000000000001
2024-04-02,P2,Web,General,48,37.020833333333336,62.270833333333336,33.00000000000001,67.00000000000001,57.0,98.10000000000002
2024-04-02,P2,Web,Tech,94,37.11702127659574,79.29787234042553,37.0,61.00000000000001,77.0,118.4
2024-04-02,P3,Chat,Billing,10,21.5,47.7,21.5,28.4,45.0,67.50000000000001
2024-04-02,P3,Chat,General,9,19.77777777777778,46.0,18.0,27.2,46.0,64.60000000000001
2024-04-02,P3,Chat,Tech,11,19.545454545454547,55.0,19.0,27.0,49.0,70.0
2024-04-02,P3,Email,Billing,60,93.85,121.78333333333333,83.0,147.10000000000002,114.5,189.9
2024-04-02,P3,Email,General,27,107.81481481481481,129.59259259259258,110.0,184.40000000000003,127.00000000000001,215.4
2024-04-02,P3,Email,Tech,52,92.82692307692308,136.65384615384616,101.0,145.9,138.0,205.39999999999998
2024-04-02,P3,Web,Billing,37,46.78378378378378,71.35135135135135,49.0,71.6,71.0,102.8
2024-04-02,P3,Web,General,19,43.421052631578945,69.89473684210526,41.0,59.6,67.00000000000001,93.19999999999999
2024-04-02,P3,Web,Tech,43,44.18604651162791,79.65116279069767,44.0,65.80000000000001,79.0,126.80000000000005
2024-04-03,P1,Chat,Billing,2,0.0,25.0,0.0,0.0,25.0,33.0
2024-04-03,P1,Chat,Tech,4,1.0000000000000002,49.75,0.0,2.8000000000000016,56.0,67.9
2024-04-03,P1,Email,Billing,16,62.4375,88.81250000000001,68.0,103.0,96.5,128.00000000000003
2024-04-03,P1,Email,General,9,64.66666666666667,87.77777777777777,59.0,113.00000000000001,93.0,136.00000000000003
2024-04-03,P1,Email,Tech,18,61.22222222222222,101.27777777777777,57.0,112.3,101.5,147.4
2024-04-03,P1,Web,Billing,11,7.090909090909091,31.363636363636363,0.0,20.0,27.0,49.0
2024-04-03,P1,Web,General,5,28.0,51.0,28.0,52.4,38.0,85.80000000000001
2024-04-03,P1,Web,Tech,13,15.153846153846153,67.61538461538461,7.0,40.400000000000006,57.0,133.40000000000003
2024-04-03,P2,Chat,Billing,16,6.875,30.125,6.5,14.0,29.0,47.5
2024-04-03,P2,Chat,General,15,8.4,30.4,7.0,17.599999999999998,28.0,40.6
2024-04-03,P2,Chat,Tech,25,10.32,49.68,9.0,20.0,45.0,76.20000000000002
2024-04-03,P2,Email,Billing,89,90.76404494382022,117.84269662921348,88.0,161.2,118.0,183.40000000000003
2024-04-03,P2,Email,General,65,84.21538461538462,107.0923076923077,79.0,137.0,104.0,165.60000000000002
2024-04-03,P2,Email,Tech,144,86.75,123.04861111111111,90.0,143.40000000000003,125.50000000000001,182.40000000000003
2024-04-03,P2,Web,Billing,75,35.10666666666667,62.18666666666667,34.00000000000001,68.00000000000001,62.00000000000001,100.60000000000001
2024-04-03,P2,Web,General,32,41.03125,63.0625,42.5,55.900000000000006,60.0,78.9
2024-04-03,P2,Web,Tech,85,36.36470588235294,74.37647058823529,36.0,62.00000000000001,70.0,115.40000000000003
2024-04-03,P3,Chat,Billing,7,22.142857142857142,56.42857142857143,23.0,30.000000000000004,58.0,76.4
2024-04-03,P3,Chat,General,7,15.285714285714286,39.142857142857146,17.000000000000004,20.200000000000003,40.0,46.800000000000004
2024-04-03,P3,Chat,Tech,12,20.666666666666668,55.333333333333336,20.0,30.400000000000006,51.5,78.0
2024-04-03,P3,Email,Billing,51,101.27450980392157,129.01960784313727,100.0,159.0,123.00000000000001,190.0
2024-04-03,P3,Email,General,23,112.6086956521739,136.43478260869566,103.0,164.0,125.00000000000001,200.4
2024-04-03,P3,Email,Tech,79,104.9493670886076,144.0632911392405,115.0,167.2,147.0,207.2
2024-04-03,P3,Web,Billing,30,51.233333333333334,80.86666666666666,55.0,76.0,85.5,103.4
2024-04-03,P3,Web,General,16,50.5625,70.5,50.5,67.5,69.5,85.5
2024-04-03,P3,Web,Tech,38,47.60526315789474,79.84210526315789,51.5,71.60000000000001,77.0,117.60000000000001
2024-04-04,P1,Chat,Billing,3,0.0,32.0,0.0,0.0,30.0,35.6
2024-04-04,P1,Chat,General,2,0.0,23.0,0.0,0.0,23.0,27.8
2024-04-04,P1,Chat,Tech,5,0.0,53.4,0.0,0.0,38.0,93.8
2024-04-04,P1,Email,Billing,11,67.18181818181819,92.36363636363637,65.00000000000001,116.0,94.0,134.00000000000003
2024-04-04,P1,Email,General,4,72.0,96.5,67.5,100.9,86.5,135.9
2024-04-04,P1,Email,Tech,10,69.8,117.30000000000003,66.5,109.69999999999997,126.00000000000003,186.3
2024-04-04,P1,Web,Billing,9,19.333333333333332,48.44444444444444,18.0,36.00000000000001,41.0,79.80000000000003
2024-04-04,P1,Web,General,3,6.666666666666667,22.0,0.0,16.0,16.000000000000004,31.200000000000003
2024-04-04,P1,Web,Tech,19,22.105263157894736,61.578947368421055,23.0,42.39999999999999,53.0,84.6
2024-04-04,P2,Chat,Billing,18,7.722222222222222,29.333333333333332,8.0,13.900000000000004,25.5,50.10000000000001
2024-04-04,P2,Chat,General,4,11.5,35.5,10.500000000000002,18.8,36.5,43.6
2024-04-04,P2,Chat,Tech,22,10.136363636363637,44.90909090909091,9.0,19.900000000000002,42.5,65.10000000000004
2024-04-04,P2,Email,Billing,94,95.73404255319149,124.5,96.0,151.4,125.00000000000001,180.4
2024-04-04,P2,Email,General,54,94.94444444444444,117.55555555555556,90.0,157.4,113.5,181.20000000000002
2024-04-04,P2,Email,Tech,133,90.4812030075188,130.26315789473685,88.0,153.8,123.00000000000001,207.8
2024-04-04,P2,Web,Billing,58,34.1551724137931,65.01724137931035,37.0,66.10000000000004,61.50000000000001,102.50000000000003
2024-04-04,P2,Web,General,38,34.71052631578947,56.28947368421053,40.5,58.90000000000001,56.0,85.0
2024-04-04,P2,Web,Tech,86,35.91860465116279,75.80232558139535,34.00000000000001,57.0,70.5,112.5
2024-04-04,P3,Chat,Billing,7,21.85714285714286,43.42857142857143,22.0,32.400000000000006,42.0,62.400000000000006
2024-04-04,P3,Chat,General,3,16.666666666666668,44.0,18.0,24.4,43.0,48.6
2024-04-04,P3,Chat,Tech,13,19.692307692307693,66.76923076923077,17.000000000000004,28.200000000000003,46.0,148.60000000000002
2024-04-04,P3,Email,Billing,60,102.63333333333334,128.7,104.5,150.2,126.00000000000001,187.2
2024-04-04,P3,Email,General,24,105.79166666666667,128.875,106.0,146.8,125.00000000000001,175.7
2024-04-04,P3,Email,Tech,62,99.16129032258064,135.0483870967742,104.0,156.9,134.50000000000003,193.6
2024-04-04,P3,Web,Billing,44,41.52272727272727,67.6590909090909,42.5,61.70000000000001,68.00000000000001,87.7
2024-04-04,P3,Web,General,13,48.38461538461539,66.92307692307692,54.0,65.40000000000002,72.0,84.6
2024-04-04,P3,Web,Tech,42,38.976190476190474,77.73809523809524,38.0,67.60000000000001,75.5,110.9
2024-04-05,P1,Chat,Billing,1,6.0,22.0,6.0,6.0,22.0,22.0
2024-04-05,P1,Chat,Tech,6,0.0,42.833333333333336,0.0,0.0,39.5,63.000000000000014
2024-04-05,P1,Email,Billing,16,66.125,93.6875,59.0,117.5,77.0,139.5
2024-04-05,P1,Email,General,11,66.54545454545455,86.0,58.0,125.00000000000001,73.0,146.0
2024-04-05,P1,Email,Tech,16,78.625,113.75,81.5,129.0,108.5,184.5
2024-04-05,P1,Web,Billing,11,22.0,44.54545454545455,19.0,49.0,43.0,77.0
2024-04-05,P1,Web,General,1,5.0,32.00000000000001,5.0,5.0,32.00000000000001,32.00000000000001
2024-04-05,P1,Web,Tech,11,16.636363636363637,56.45454545454545,15.0,23.0,60.0,83.0
2024-04-05,P2,Chat,Billing,16,6.1875,37.0625,6.0,13.5,36.5,53.0
2024-04-05,P2,Chat,General,13,6.307692307692308,25.615384615384617,4.000000000000001,16.800000000000004,23.0,41.20000000000001
2024-04-05,P2,Chat,Tech,30,7.4,48.46666666666667,8.000000000000002,13.100000000000001,42.5,82.5
2024-04-05,P2,Email,Billing,119,94.16806722689076,121.16806722689076,93.0,145.60000000000002,125.00000000000001,176.2
2024-04-05,P2,Email,General,51,85.50980392156863,105.50980392156863,80.0,143.0,102.0,163.0
2024-04-05,P2,Email,Tech,142,87.73239436619718,127.6056338028169,86.5,140.0,126.00000000000001,196.0
2024-04-05,P2,Web,Billing,77,30.766233766233768,57.96103896103896,28.0,54.400000000000006,58.0,85.0
2024-04-05,P2,Web,General,37,41.7027027027027,63.91891891891892,42.0,66.60000000000001,61.00000000000001,90.19999999999999
2024-04-05,P2,Web,Tech,76,36.10526315789474,74.9342105263158,36.0,56.0,69.0,112.5
2024-04-05,P3,Chat,Billing,9,16.0,40.666666666666664,17.000000000000004,25.8,38.0,55.0
2024-04-05,P3,Chat,General,10,15.9,33.7,15.000000000000002,19.699999999999996,31.500000000000004,42.2
2024-04-05,P3,Chat,Tech,11,18.181818181818183,63.72727272727273,15.0,29.0,51.0,131.00000000000003
2024-04-05,P3,Email,Billing,50,102.56,132.54,101.5,151.70000000000002,129.00000000000003,178.70000000000002
2024-04-05,P3,Email,General,43,112.25581395348837,136.13953488372093,108.0,178.8,127.00000000000001,198.00000000000003
2024-04-05,P3,Email,Tech,65,86.50769230769231,126.84615384615384,87.0,143.8,133.00000000000003,184.8
2024-04-05,P3,Web,Billing,39,41.794871794871796,68.61538461538461,44.0,65.20000000000002,65.00000000000001,98.0
2024-04-05,P3,Web,General,19,49.78947368421053,72.3157894736842,57.0,72.8,73.0,96.8
2024-04-05,P3,Web,Tech,50,46.62,85.94,45.5,70.4,88.5,116.30000000000001
2024-04-06,P1,Chat,Billing,1,0.0,34.00000000000001,0.0,0.0,34.00000000000001,34.00000000000001
2024-04-06,P1,Chat,General,1,0.0,22.0,0.0,0.0,22.0,22.0
2024-04-06,P1,Chat,Tech,1,0.0,54.0,0.0,0.0,54.0,54.0
2024-04-06,P1,Email,Billing,3,50.0,65.0,48.0,67.2,59.0,84.6
2024-04-06,P1,Email,General,2,72.0,101.5,72.0,88.8,101.5,116.3
2024-04-06,P1,Email,Tech,2,45.50000000000001,115.0,45.50000000000001,63.500000000000014,115.0,119.0
2024-04-06,P1,Web,Billing,5,5.4,25.4,2.0000000000000004,12.8,26.0,30.200000000000003
2024-04-06,P1,Web,General,5,27.4,53.0,29.0,49.2,51.0,80.0
2024-04-06,P1,Web,Tech,4,21.0,46.25,20.5,42.4,47.00000000000001,72.4
2024-04-06,P2,Chat,Billing,7,11.571428571428571,40.57142857142857,11.0,18.4,36.0,61.80000000000001
2024-04-06,P2,Chat,General,4,5.750000000000001,32.5,3.5,13.000000000000004,33.0,41.7
2024-04-06,P2,Chat,Tech,19,8.052631578947368,45.36842105263158,8.000000000000002,15.399999999999999,39.0,79.0
2024-04-06,P2,Email,Billing,42,93.38095238095238,116.5952380952381,102.5,141.29999999999998,123.00000000000001,165.0
2024-04-06,P2,Email,General,21,85.28571428571429,109.23809523809524,84.0,130.00000000000003,105.0,151.0
2024-04-06,P2,Email,Tech,73,96.54794520547945,136.31506849315068,90.0,157.79999999999998,131.00000000000003,207.79999999999995
2024-04-06,P2,Web,Billing,31,31.0,65.41935483870968,33.00000000000001,47.0,60.0,87.0
2024-04-06,P2,Web,General,23,29.52173913043478,51.17391304347826,37.0,51.400000000000006,46.0,80.2
2024-04-06,P2,Web,Tech,32,38.84375,89.53125,42.5,63.50000000000002,81.5,130.80000000000004
2024-04-06,P3,Chat,Billing,5,21.0,50.0,23.0,27.0,44.0,72.8
2024-04-06,P3,Chat,General,8,16.5,34.625,17.5,21.3,38.0,40.5
2024-04-06,P3,Chat,Tech,11,20.90909090909091,58.0,22.0,30.0,50.0,79.0
2024-04-06,P3,Email,Billing,26,103.11538461538461,134.8846153846154,102.0,154.0,134.00000000000003,185.0
2024-04-06,P3,Email,General,9,76.22222222222223,98.55555555555556,81.0,101.2,99.0,117.4
2024-04-06,P3,Email,Tech,35,86.42857142857143,122.4,78.0,145.4,116.0,200.40000000000003
2024-04-06,P3,Web,Billing,17,46.470588235294116,75.94117647058823,54.0,71.4,83.0,109.8
2024-04-06,P3,Web,General,10,51.5,72.8,50.0,71.2,69.5,103.89999999999999
2024-04-06,P3,Web,Tech,23,49.17391304347826,86.21739130434783,49.0,62.80000000000001,82.0,114.0
2024-04-07,P1,Chat,Billing,1,0.0,25.0,0.0,0.0,25.0,25.0
2024-04-07,P1,Chat,Tech,2,0.0,50.0,0.0,0.0,50.0,65.2
2024-04-07,P1,Email,Billing,8,67.625,103.5,71.0,112.39999999999999,102.0,135.29999999999998
2024-04-07,P1,Email,General,4,61.5,98.75,36.0,130.8,75.0,167.50000000000003
2024-04-07,P1,Email,Tech,11,60.72727272727273,111.27272727272727,53.0,100.0,118.0,153.0
2024-04-07,P1,Web,Billing,4,29.25,58.25,30.0,45.400000000000006,58.00000000000001,71.0
2024-04-07,P1,Web,General,2,0.0,17.5,0.0,0.0,17.5,17.900000000000002
2024-04-07,P1,Web,Tech,4,12.75,36.75,13.5,21.0,37.0,49.900000000000006
2024-04-07,P2,Chat,Billing,9,8.555555555555557,37.55555555555556,6.0,17.800000000000004,43.0,58.6
2024-04-07,P2,Chat,General,6,5.666666666666667,26.333333333333332,4.5,12.5,22.0,42.0
2024-04-07,P2,Chat,Tech,14,10.642857142857142,62.214285714285715,9.5,17.400000000000002,51.5,104.50000000000001
2024-04-07,P2,Email,Billing,51,92.96078431372548,120.58823529411765,86.0,165.0,110.0,187.0
2024-04-07,P2,Email,General,34,91.11764705882354,117.17647058823529,94.5,152.79999999999998,114.5,181.2
2024-04-07,P2,Email,Tech,76,95.76315789473684,135.26315789473685,101.0,142.5,135.5,187.5
2024-04-07,P2,Web,Billing,31,37.806451612903224,63.96774193548387,40.0,65.00000000000001,63.00000000000001,95.0
2024-04-07,P2,Web,General,17,38.1764705882353,55.35294117647059,41.0,59.2,60.0,74.2
2024-04-07,P2,Web,Tech,40,31.75,66.175,30.5,58.2,63.500000000000014,103.70000000000002
2024-04-07,P3,Chat,Billing,8,15.25,48.625,14.5,19.6,50.5,60.599999999999994
2024-04-07,P3,Chat,General,2,18.0,39.5,18.0,23.6,39.5,42.3
2024-04-07,P3,Chat,Tech,7,22.428571428571427,63.714285714285715,22.0,27.8,62.00000000000001,81.0
2024-04-07,P3,Email,Billing,36,110.22222222222223,139.38888888888889,110.0,152.0,138.5,192.0
2024-04-07,P3,Email,General,17,84.94117647058823,102.76470588235294,82.0,138.60000000000002,104.0,155.6
2024-04-07,P3,Email,Tech,24,95.58333333333333,140.45833333333334,92.0,156.1,141.5,197.7
2024-04-07,P3,Web,Billing,17,53.23529411764706,82.94117647058823,51.0,73.4,75.0,121.4
2024-04-07,P3,Web,General,12,48.083333333333336,65.91666666666667,51.0,64.60000000000001,68.0,85.10000000000001
2024-04-07,P3,Web,Tech,17,49.1764705882353,84.52941176470588,51.0,72.4,84.0,117.20000000000002
2024-04-08,P1,Chat,Billing,1,0.0,27.0,0.0,0.0,27.0,27.0
2024-04-08,P1,Chat,General,3,0.0,24.666666666666668,0.0,0.0,20.0,32.0
2024-04-08,P1,Chat,Tech,4,0.0,36.25,0.0,0.0,30.0,65.60000000000001
2024-04-08,P1,Email,Billing,12,70.5,104.0,70.0,112.4,111.5,137.5
2024-04-08,P1,Email,General,8,43.625,63.875,39.0,86.4,59.0,109.6
2024-04-08,P1,Email,Tech,18,65.27777777777777,108.61111111111111,60.5,104.60000000000002,102.5,164.4
2024-04-08,P1,Web,Billing,17,15.764705882352942,44.8235294117647,8.000000000000002,38.400000000000006,34.00000000000001,79.00000000000003
2024-04-08,P1,Web,General,5,26.8,42.0,29.0,43.6,40.0,61.6
2024-04-08,P1,Web,Tech,16,21.1875,70.0,16.5,41.0,59.0,122.00000000000001
2024-04-08,P2,Chat,Billing,25,8.16,34.88,7.0,16.000000000000004,36.0,48.6
2024-04-08,P2,Chat,General,5,5.2,28.4,4.000000000000001,9.8,27.0,38.2
2024-04-08,P2,Chat,Tech,29,8.413793103448276,47.58620689655172,8.000000000000002,17.000000000000004,43.0,79.8
2024-04-08,P2,Email,Billing,125,88.392,115.312,84.0,155.60000000000002,110.0,177.60000000000002
2024-04-08,P2,Email,General,57,93.87719298245614,114.87719298245614,93.0,148.8,112.0,175.0
2024-04-08,P2,Email,Tech,132,86.01515151515152,122.9090909090909,87.0,146.60000000000002,122.50000000000001,180.9
2024-04-08,P2,Web,Billing,67,37.32835820895522,64.85074626865672,36.0,54.599999999999994,64.00000000000001,93.0
2024-04-08,P2,Web,General,53,37.75471698113208,60.509433962264154,38.0,62.200000000000024,57.0,90.4
2024-04-08,P2,Web,Tech,80,32.8375,71.275,32.00000000000001,58.20000000000002,67.50000000000001,112.20000000000002
2024-04-08,P3,Chat,Billing,8,18.125000000000004,48.75,16.000000000000004,23.299999999999997,43.5,68.6
2024-04-08,P3,Chat,General,8,15.375,27.875,15.500000000000002,21.5,29.0,33.6
2024-04-08,P3,Chat,Tech,10,19.300000000000004,58.0,18.0,29.3,52.5,73.39999999999999
2024-04-08,P3,Email,Billing,50,96.46,125.92,92.0,150.5,117.5,188.2
2024-04-08,P3,Email,General,30,94.86666666666666,116.43333333333334,98.5,150.60000000000002,115.5,178.9
2024-04-08,P3,Email,Tech,71,95.90140845070422,138.38028169014083,95.0,151.0,135.00000000000003,206.0
2024-04-08,P3,Web,Billing,41,50.68292682926829,83.07317073170732,51.0,78.0,80.0,110.0
2024-04-08,P3,Web,General,20,34.75,58.55,32.00000000000001,56.00000000000003,58.0,92.1
2024-04-08,P3,Web,Tech,46,48.08695652173913,88.34782608695652,47.0,65.00000000000001,85.0,124.50000000000001
2024-04-09,P1,Chat,Billing,1,0.0,58.0,0.0,0.0,58.0,58.0
2024-04-09,P1,Chat,General,1,0.0,17.000000000000004,0.0,0.0,17.000000000000004,17.000000000000004
2024-04-09,P1,Chat,Tech,1,0.0,35.0,0.0,0.0,35.0,35.0
2024-04-09,P1,Email,Billing,12,77.0,107.41666666666667,61.50000000000001,162.8,84.0,206.5
2024-04-09,P1,Email,General,14,66.5,89.57142857142857,68.5,126.20000000000003,91.0,144.5
2024-04-09,P1,Email,Tech,17,94.41176470588235,142.41176470588235,90.0,149.6,153.0,187.4
2024-04-09,P1,Web,Billing,9,11.0,41.44444444444444,13.0,21.0,38.0,61.2
2024-04-09,P1,Web,General,4,29.75,44.75,30.0,43.7,44.5,58.4
2024-04-09,P1,Web,Tech,16,15.125,58.375,13.5,31.500000000000007,49.5,96.5
2024-04-09,P2,Chat,Billing,18,7.444444444444445,36.833333333333336,4.000000000000001,17.200000000000006,33.0,58.000000000000014
2024-04-09,P2,Chat,General,15,7.4,32.666666666666664,7.0,15.0,29.0,46.4
2024-04-09,P2,Chat,Tech,24,7.166666666666667,48.958333333333336,7.0,14.399999999999999,42.0,83.7
2024-04-09,P2,Email,Billing,120,88.20833333333333,116.95,91.5,147.0,118.0,178.10000000000002
2024-04-09,P2,Email,General,51,96.25490196078431,118.03921568627452,99.0,145.0,121.0,181.0
2024-04-09,P2,Email,Tech,108,100.50925925925925,141.97222222222223,101.0,147.0,135.50000000000003,209.09999999999997
2024-04-09,P2,Web,Billing,73,38.6986301369863,67.36986301369863,40.0,64.80000000000001,66.00000000000001,101.39999999999999
2024-04-09,P2,Web,General,31,36.806451612903224,58.16129032258065,41.0,56.0,61.00000000000001,81.0
2024-04-09,P2,Web,Tech,70,35.82857142857143,74.12857142857143,37.0,61.00000000000001,70.0,111.0
2024-04-09,P3,Chat,Billing,11,16.818181818181817,40.54545454545455,18.0,23.0,43.0,54.0
2024-04-09,P3,Chat,General,6,13.0,30.0,14.0,17.5,29.500000000000004,36.5
2024-04-09,P3,Chat,Tech,13,16.692307692307693,58.46153846153846,18.0,23.0,53.0,83.00000000000001
2024-04-09,P3,Email,Billing,65,101.76923076923077,130.5076923076923,101.0,156.8,133.00000000000003,185.6
2024-04-09,P3,Email,General,31,85.38709677419355,106.16129032258064,86.0,156.0,106.0,172.0
2024-04-09,P3,Email,Tech,65,105.58461538461539,141.8153846153846,105.0,160.4,140.0,196.20000000000002
2024-04-09,P3,Web,Billing,36,38.25,66.0,36.5,65.00000000000001,67.5,94.0
2024-04-09,P3,Web,General,18,53.22222222222222,77.0,50.5,79.6,77.0,101.9
2024-04-09,P3,Web,Tech,45,52.44444444444444,94.06666666666666,51.0,76.6,88.0,139.60000000000002
2024-04-10,P1,Chat,Billing,4,0.0,31.0,0.0,0.0,31.000000000000004,34.1
2024-04-10,P1,Chat,General,1,0.0,28.0,0.0,0.0,28.0,28.0
2024-04-10,P1,Chat,Tech,4,0.0,37.25,0.0,0.0,37.5,52.2
2024-04-10,P1,Email,Billing,15,82.33333333333333,117.33333333333333,83.0,137.20000000000002,134.00000000000003,175.6
2024-04-10,P1,Email,General,13,60.76923076923077,86.6923076923077,66.00000000000001,97.4,105.0,119.2
2024-04-10,P1,Email,Tech,17,86.17647058823529,127.05882352941177,102.0,121.40000000000002,130.00000000000003,160.0
2024-04-10,P1,Web,Billing,10,26.2,54.4,22.0,51.599999999999994,42.0,86.19999999999997
2024-04-10,P1,Web,General,8,7.375,28.125,2.0000000000000004,20.3,28.0,37.9
2024-04-10,P1,Web,Tech,12,20.5,49.916666666666664,16.5,50.7,47.5,80.60000000000001
2024-04-10,P2,Chat,Billing,17,7.882352941176471,32.0,8.000000000000002,14.200000000000003,29.0,48.6
2024-04-10,P2,Chat,General,12,9.0,32.0,10.0,13.0,25.0,57.900000000000006
2024-04-10,P2,Chat,Tech,30,8.7,55.53333333333333,8.000000000000002,18.0,52.0,93.90000000000003
2024-04-10,P2,Email,Billing,108,92.0925925925926,119.24074074074075,88.5,152.3,114.5,186.2
2024-04-10,P2,Email,General,69,87.26086956521739,107.5072463768116,87.0,151.0,108.0,166.2
2024-04-10,P2,Email,Tech,140,95.53571428571429,134.06428571428572,93.5,149.20000000000002,133.50000000000003,198.50000000000006
2024-04-10,P2,Web,Billing,62,37.17741935483871,67.54838709677419,37.5,56.699999999999996,63.500000000000014,106.29999999999998
2024-04-10,P2,Web,General,37,40.24324324324324,60.027027027027025,40.0,56.8,62.00000000000001,80.19999999999999
2024-04-10,P2,Web,Tech,92,33.95652173913044,71.16304347826087,35.0,57.70000000000002,66.00000000000001,111.10000000000005
2024-04-10,P3,Chat,Billing,10,12.3,40.0,10.0,20.299999999999997,34.5,72.1
2024-04-10,P3,Chat,General,3,18.333333333333332,30.666666666666668,20.0,20.8,32.00000000000001,34.4
2024-04-10,P3,Chat,Tech,10,22.1,63.6,23.0,27.0,57.5,92.2
2024-04-10,P3,Email,Billing,52,103.0,137.3653846153846,103.5,154.6,145.0,198.9
2024-04-10,P3,Email,General,28,102.42857142857143,124.07142857142857,112.5,148.0,137.0,166.9
2024-04-10,P3,Email,Tech,70,94.25714285714285,131.24285714285713,90.5,150.9,128.00000000000003,197.0
2024-04-10,P3,Web,Billing,39,46.76923076923077,75.23076923076923,47.0,70.4,71.0,105.00000000000003
2024-04-10,P3,Web,General,31,41.83870967741935,61.064516129032256,42.0,66.00000000000001,62.00000000000001,90.0
2024-04-10,P3,Web,Tech,48,47.8125,83.4375,48.0,71.0,82.0,116.9
2024-04-11,P1,Chat,Billing,2,0.0,16.0,0.0,0.0,16.0,19.2
2024-04-11,P1,Chat,General,1,0.0,13.0,0.0,0.0,13.0,13.0
