interval,agents_needed,lambda_per_min,net_rate,backlog_idx
2024-04-01 18:00:00,44,1.2333333333333334,0.14509180699303115,116.40783840560965
2024-04-01 18:30:00,41,1.2333333333333334,0.05110827469805179,117.94108664655121
2024-04-01 19:00:00,15,0.4,0.06991766147489697,120.03861649079812
2024-04-01 19:30:00,24,0.6333333333333333,0.11853492502650187,123.5946642415932
2024-04-01 20:00:00,26,0.7,0.11452394655648812,127.03038263828785
2024-04-01 20:30:00,19,0.5333333333333333,0.06189570453486948,128.8872537743339
2024-04-01 21:00:00,15,0.3333333333333333,0.13658432814156368,132.98478361858082
2024-04-01 21:30:00,25,0.6666666666666667,0.11652943579149488,136.48066669232568
2024-04-01 22:00:00,17,0.4,0.13257334967154988,140.4578671824722
2024-04-01 22:30:00,13,0.33333333333333337,0.07392863994491067,142.67572638081953
2024-04-01 23:00:00,9,0.23333333333333334,0.04861726355160484,144.13424428736766
2024-04-01 23:30:00,12,0.26666666666666666,0.10926746251325092,147.41226816276517
2024-04-02 00:00:00,17,0.4,0.13257334967154988,151.3894686529117
2024-04-02 00:30:00,8,0.2,0.05062275278661171,152.90815123651004
2024-04-02 01:00:00,4,0.06666666666666667,0.058644709726639196,154.66749252830923
2024-04-02 01:30:00,16,0.3666666666666667,0.13457883890655675,158.70485769550592
2024-04-02 02:00:00,17,0.4,0.13257334967154988,162.68205818565244
2024-04-02 02:30:00,18,0.43333333333333335,0.130567860436543,166.59909399874874
2024-04-02 03:00:00,16,0.36666666666666664,0.1345788389065568,170.63645916594544
2024-04-02 03:30:00,5,0.13333333333333333,0.023305887158298982,171.33563578069442
2024-04-02 04:00:00,8,0.2,0.05062275278661171,172.85431836429277
2024-04-02 04:30:00,12,0.30000000000000004,0.07593412917991754,175.1323422396903
2024-04-02 05:00:00,12,0.26666666666666666,0.10926746251325092,178.4103661150878
2024-04-02 05:30:00,14,0.3333333333333333,0.10525648404323723,181.56806063638493
2024-04-02 06:00:00,4,0.1,0.025311376393305857,182.32740192818412
2024-04-02 06:30:00,10,0.19999999999999998,0.11327844098326464,185.72575515768204
2024-04-02 07:00:00,11,0.3,0.044606285081591146,187.0639437101298
2024-04-02 07:30:00,15,0.3333333333333333,0.13658432814156368,191.1614735543767
2024-04-02 08:00:00,5,0.13333333333333333,0.023305887158298982,191.86065016912568
2024-04-02 08:30:00,7,0.16666666666666669,0.05262824202161859,193.43949742977424
2024-04-02 09:00:00,36,1.0,0.1278023875397527,197.27356905596682
2024-04-02 09:30:00,49,1.4333333333333333,0.10173102748466345,200.32549988050673
2024-04-02 10:00:00,37,1.0666666666666667,0.0924635649714125,203.0994068296491
2024-04-02 10:30:00,36,1.0333333333333332,0.09446905420641949,205.93347845584168
2024-04-02 11:00:00,30,0.8333333333333333,0.10650198961646073,209.12853814433552
2024-04-02 11:30:00,41,1.1666666666666665,0.11777494136471867,212.66178638527705
2024-04-02 12:00:00,46,1.3,0.1410808285230174,216.89421124096756
2024-04-02 12:30:00,36,1.0333333333333332,0.09446905420641949,219.72828286716015
2024-04-02 13:00:00,38,1.0666666666666667,0.12379140906973896,223.4420251392523
2024-04-02 13:30:00,31,0.8666666666666667,0.10449650038145375,226.5769201506959
2024-04-02 14:00:00,39,1.0666666666666667,0.1551192531680654,231.23049774573786
2024-04-02 14:30:00,36,1.0,0.1278023875397527,235.06456937193047
2024-04-02 15:00:00,36,1.0,0.1278023875397527,238.89864099812303
2024-04-02 15:30:00,34,0.9333333333333333,0.13181336600976645,242.853041978416
2024-04-02 16:00:00,39,1.1,0.12178591983473197,246.50661957345795
2024-04-02 16:30:00,32,0.8666666666666666,0.1358243444797803,250.5813499078514
2024-04-02 17:00:00,43,1.2,0.14709729622803813,254.99426879469254
2024-04-02 17:30:00,35,1.0,0.09647454344142625,257.8885050979353
2024-04-02 18:00:00,37,1.0333333333333332,0.12579689830474594,261.6624120470777
2024-04-02 18:30:00,46,1.4,0.04108082852301753,262.89483690276825
2024-04-02 19:00:00,15,0.33333333333333337,0.13658432814156363,266.9923667470151
2024-04-02 19:30:00,16,0.43333333333333335,0.0679121722398901,269.0297319142118
2024-04-02 20:00:00,21,0.5333333333333333,0.12455139273152249,272.7662736961575
2024-04-02 20:30:00,12,0.3333333333333333,0.04260079584658427,274.044297571555
2024-04-02 21:00:00,19,0.4666666666666667,0.12856237120153613,277.9011687076011
2024-04-02 21:30:00,12,0.26666666666666666,0.10926746251325092,281.1791925829986
2024-04-02 22:00:00,20,0.5666666666666667,0.059890215299862604,282.97589904199447
2024-04-02 22:30:00,24,0.6333333333333333,0.11853492502650187,286.53194679278954
2024-04-02 23:00:00,8,0.2,0.05062275278661171,288.0506293763879
2024-04-02 23:30:00,8,0.19999999999999998,0.05062275278661174,289.5693119599863
2024-04-03 00:00:00,19,0.4666666666666667,0.12856237120153613,293.42618309603233
2024-04-03 00:30:00,9,0.2,0.08195059688493816,295.8847010025805
2024-04-03 01:00:00,10,0.19999999999999998,0.11327844098326464,299.2830542320785
2024-04-03 01:30:00,12,0.26666666666666666,0.10926746251325092,302.561078107476
2024-04-03 02:00:00,5,0.13333333333333333,0.023305887158298982,303.260254722225
2024-04-03 02:30:00,10,0.2,0.11327844098326462,306.65860795172296
2024-04-03 03:00:00,5,0.13333333333333333,0.023305887158298982,307.35778456647193
2024-04-03 03:30:00,14,0.3,0.13858981737657056,311.5154790877691
2024-04-03 04:00:00,10,0.2,0.11327844098326462,314.91383231726707
2024-04-03 04:30:00,6,0.13333333333333333,0.05463373125662546,316.5528442549658
2024-04-03 05:00:00,14,0.3666666666666667,0.07192315070990385,318.7105387762629
2024-04-03 05:30:00,15,0.3333333333333333,0.13658432814156368,322.8080686205098
2024-04-03 06:00:00,19,0.4666666666666667,0.12856237120153613,326.6649397565559
2024-04-03 06:30:00,15,0.4,0.06991766147489697,328.7624696008028
2024-04-03 07:00:00,8,0.2,0.05062275278661171,330.28115218440115
2024-04-03 07:30:00,7,0.13333333333333333,0.08596157535495194,332.8599994450497
2024-04-03 08:00:00,16,0.4333333333333333,0.06791217223989016,334.8973646122464
2024-04-03 08:30:00,16,0.43333333333333335,0.0679121722398901,336.9347297794431
2024-04-03 09:00:00,24,0.6333333333333333,0.11853492502650187,340.4907775302381
2024-04-03 09:30:00,33,0.8999999999999999,0.13381885524477344,344.5053431875814
2024-04-03 10:00:00,36,1.0,0.1278023875397527,348.33941481377394
2024-04-03 10:30:00,36,1.0333333333333332,0.09446905420641949,351.1734864399665
2024-04-03 11:00:00,42,1.1666666666666667,0.1491027854630449,355.64657000385785
2024-04-03 11:30:00,41,1.1666666666666667,0.11777494136471844,359.17981824479943
2024-04-03 12:00:00,37,1.0333333333333332,0.12579689830474594,362.95372519394175
2024-04-03 12:30:00,28,0.7666666666666666,0.11051296808647448,366.26911423653604
2024-04-03 13:00:00,39,1.0999999999999999,0.12178591983473219,369.922691831578
2024-04-03 13:30:00,38,1.0666666666666667,0.12379140906973896,373.6364341036701
2024-04-03 14:00:00,31,0.8666666666666667,0.10449650038145375,376.77132911511376
2024-04-03 14:30:00,34,0.9666666666666666,0.09848003267643324,379.7257300954068
2024-04-03 15:00:00,40,1.1333333333333333,0.11978043059972521,383.3191430133985
2024-04-03 15:30:00,33,0.9333333333333333,0.10048552191144,386.3337086707417
2024-04-03 16:00:00,41,1.1666666666666667,0.11777494136471844,389.86695691168325
2024-04-03 16:30:00,38,1.0666666666666667,0.12379140906973896,393.58069918377544
2024-04-03 17:00:00,39,1.0666666666666667,0.1551192531680654,398.2342767788174
2024-04-03 17:30:00,41,1.1666666666666667,0.11777494136471844,401.7675250197589
2024-04-03 18:00:00,35,0.9666666666666666,0.1298078767747597,405.6617613230017
2024-04-03 18:30:00,36,1.0,0.1278023875397527,409.49583294919427
2024-04-03 19:00:00,20,0.5,0.12655688196652926,413.2925394081901
2024-04-03 19:30:00,10,0.23333333333333334,0.07994510764993129,415.6908926376881
2024-04-03 20:00:00,22,0.5666666666666667,0.12254590349651562,419.3672697425836
2024-04-03 20:30:00,22,0.5666666666666667,0.12254590349651562,423.043646847479
2024-04-03 21:00:00,11,0.3,0.044606285081591146,424.3818353999268
2024-04-03 21:30:00,23,0.6,0.12054041426150874,427.99804782777204
2024-04-03 22:00:00,17,0.4,0.13257334967154988,431.9752483179185
2024-04-03 22:30:00,20,0.4666666666666666,0.15989021529986264,436.7719547769144
2024-04-03 23:00:00,16,0.3666666666666667,0.13457883890655675,440.80931994411105
2024-04-03 23:30:00,16,0.3666666666666667,0.13457883890655675,444.84668511130775
2024-04-04 00:00:00,12,0.26666666666666666,0.10926746251325092,448.1247089867053
2024-04-04 00:30:00,5,0.1,0.05663922049163231,449.82388560145426
2024-04-04 01:00:00,6,0.13333333333333333,0.05463373125662546,451.46289753915306
2024-04-04 01:30:00,15,0.4,0.06991766147489697,453.56042738339994
2024-04-04 02:00:00,4,0.06666666666666667,0.058644709726639196,455.31976867519916
2024-04-04 02:30:00,7,0.16666666666666666,0.052628242021618615,456.8986159358477
2024-04-04 03:00:00,11,0.30000000000000004,0.04460628508159109,458.23680448829543
2024-04-04 03:30:00,14,0.3333333333333333,0.10525648404323723,461.3944990095925
2024-04-04 04:00:00,10,0.2,0.11327844098326462,464.79285223909045
2024-04-04 04:30:00,8,0.2,0.05062275278661171,466.3115348226888
2024-04-04 05:00:00,7,0.16666666666666669,0.05262824202161859,467.8903820833374
2024-04-04 05:30:00,16,0.36666666666666664,0.1345788389065568,471.9277472505341
2024-04-04 06:00:00,9,0.23333333333333334,0.04861726355160484,473.3862651570823
2024-04-04 06:30:00,4,0.1,0.025311376393305857,474.14560644888144
2024-04-04 07:00:00,15,0.3333333333333333,0.13658432814156368,478.2431362931283
2024-04-04 07:30:00,9,0.23333333333333334,0.04861726355160484,479.7016541996765
2024-04-04 08:00:00,9,0.23333333333333334,0.04861726355160484,481.16017210622465
2024-04-04 08:30:00,3,0.06666666666666667,0.02731686562831273,481.979678075074
2024-04-04 09:00:00,31,0.8333333333333333,0.1378298337147872,486.11457308651757
2024-04-04 09:30:00,39,1.0999999999999999,0.12178591983473219,489.7681506815595
2024-04-04 10:00:00,31,0.8333333333333333,0.1378298337147872,493.90304569300315
2024-04-04 10:30:00,42,1.1666666666666665,0.14910278546304512,498.3761292568945
2024-04-04 11:00:00,30,0.8333333333333333,0.10650198961646073,501.57118894538837
2024-04-04 11:30:00,36,1.0333333333333332,0.09446905420641949,504.405260571581
2024-04-04 12:00:00,32,0.8999999999999999,0.10249101114644699,507.47999090597443
2024-04-04 12:30:00,42,1.2000000000000002,0.11576945212971146,510.9530744698658
2024-04-04 13:00:00,34,0.9666666666666667,0.09848003267643313,513.9074754501588
2024-04-04 13:30:00,43,1.2333333333333334,0.1137639628947047,517.3203943369999
2024-04-04 14:00:00,24,0.6333333333333333,0.11853492502650187,520.876442087795
2024-04-04 14:30:00,36,1.0333333333333332,0.09446905420641949,523.7105137139877
2024-04-04 15:00:00,29,0.7666666666666666,0.14184081218480094,527.9657380795317
2024-04-04 15:30:00,32,0.8666666666666666,0.1358243444797803,532.040468413925
2024-04-04 16:00:00,39,1.0999999999999999,0.12178591983473219,535.694046008967
2024-04-04 16:30:00,39,1.1,0.12178591983473197,539.347623604009
2024-04-04 17:00:00,39,1.0666666666666667,0.1551192531680654,544.0012011990509
2024-04-04 17:30:00,38,1.0666666666666667,0.12379140906973896,547.7149434711431
2024-04-04 18:00:00,44,1.2666666666666666,0.11175847365969793,551.0676976809341
2024-04-04 18:30:00,27,0.7333333333333333,0.11251845732148125,554.4432514005784
2024-04-04 19:00:00,16,0.4,0.10124550557322343,557.4806165677752
2024-04-04 19:30:00,13,0.3,0.10726197327824405,560.6984757661226
2024-04-04 20:00:00,24,0.6333333333333333,0.11853492502650187,564.2545235169176
2024-04-04 20:30:00,19,0.4666666666666667,0.12856237120153613,568.1113946529637
2024-04-04 21:00:00,23,0.6,0.12054041426150874,571.727607080809
2024-04-04 21:30:00,16,0.43333333333333335,0.0679121722398901,573.7649722480056
2024-04-04 22:00:00,10,0.26666666666666666,0.046611774316597965,575.1633254775036
2024-04-04 22:30:00,23,0.5666666666666667,0.15387374759484207,579.7795379053489
2024-04-04 23:00:00,13,0.3666666666666667,0.04059530661157734,580.9973971036962
2024-04-04 23:30:00,14,0.36666666666666664,0.0719231507099039,583.1550916249934
2024-04-05 00:00:00,10,0.26666666666666666,0.046611774316597965,584.5534448544913
2024-04-05 00:30:00,9,0.23333333333333334,0.04861726355160484,586.0119627610395
2024-04-05 01:00:00,9,0.23333333333333334,0.04861726355160484,587.4704806675877
2024-04-05 01:30:00,10,0.2,0.11327844098326462,590.8688338970857
2024-04-05 02:00:00,14,0.3666666666666667,0.07192315070990385,593.0265284183828
2024-04-05 02:30:00,10,0.19999999999999998,0.11327844098326464,596.4248816478807
2024-04-05 03:00:00,9,0.23333333333333334,0.04861726355160484,597.8833995544288
2024-04-05 03:30:00,10,0.2,0.11327844098326462,601.2817527839268
2024-04-05 04:00:00,14,0.3333333333333333,0.10525648404323723,604.439447305224
2024-04-05 04:30:00,16,0.36666666666666664,0.1345788389065568,608.4768124724206
2024-04-05 05:00:00,19,0.43333333333333335,0.16189570453486946,613.3336836084668
2024-04-05 05:30:00,16,0.43333333333333335,0.0679121722398901,615.3710487756634
2024-04-05 06:00:00,8,0.16666666666666666,0.08395608611994507,617.8897313592618
2024-04-05 06:30:00,6,0.13333333333333333,0.05463373125662546,619.5287432969606
2024-04-05 07:00:00,10,0.26666666666666666,0.046611774316597965,620.9270965264585
2024-04-05 07:30:00,6,0.16666666666666666,0.021300397923292136,621.5661084641572
2024-04-05 08:00:00,5,0.1,0.05663922049163231,623.2652850789062
2024-04-05 08:30:00,8,0.19999999999999998,0.05062275278661174,624.7839676625046
2024-04-05 09:00:00,43,1.2,0.14709729622803813,629.1968865493457
2024-04-05 09:30:00,41,1.1666666666666665,0.11777494136471867,632.7301347902873
2024-04-05 10:00:00,41,1.1666666666666665,0.11777494136471867,636.2633830312288
2024-04-05 10:30:00,40,1.1333333333333333,0.11978043059972521,639.8567959492206
2024-04-05 11:00:00,44,1.2666666666666666,0.11175847365969793,643.2095501590115
2024-04-05 11:30:00,41,1.1666666666666665,0.11777494136471867,646.742798399953
2024-04-05 12:00:00,36,1.0666666666666667,0.06113572087308605,648.5768700261456
2024-04-05 12:30:00,35,0.9666666666666666,0.1298078767747597,652.4711063293884
2024-04-05 13:00:00,36,1.0,0.1278023875397527,656.3051779555809
2024-04-05 13:30:00,33,0.8999999999999999,0.13381885524477344,660.3197436129242
2024-04-05 14:00:00,43,1.2333333333333334,0.1137639628947047,663.7326624997653
2024-04-05 14:30:00,34,0.9333333333333333,0.13181336600976645,667.6870634800582
2024-04-05 15:00:00,54,1.5666666666666667,0.1250369146429624,671.4381709193472
2024-04-05 15:30:00,41,1.1666666666666665,0.11777494136471867,674.9714191602886
2024-04-05 16:00:00,37,1.0333333333333332,0.12579689830474594,678.7453261094311
2024-04-05 16:30:00,22,0.6333333333333333,0.055879236829848966,680.4217032143265
2024-04-05 17:00:00,32,0.8999999999999999,0.10249101114644699,683.4964335487199
2024-04-05 17:30:00,29,0.8666666666666667,0.041840812184800846,684.751657914264
2024-04-05 18:00:00,48,1.3666666666666667,0.13706985005300365,688.863753415854
2024-04-05 18:30:00,37,1.0666666666666667,0.0924635649714125,691.6376603649965
2024-04-05 19:00:00,16,0.36666666666666664,0.1345788389065568,695.6750255321932
2024-04-05 19:30:00,22,0.6333333333333333,0.055879236829848966,697.3514026370887
2024-04-05 20:00:00,18,0.43333333333333335,0.130567860436543,701.2684384501849
2024-04-05 20:30:00,25,0.6666666666666666,0.116529435791495,704.7643215239298
2024-04-05 21:00:00,24,0.6,0.1518682583598352,709.3203692747248
2024-04-05 21:30:00,22,0.5666666666666667,0.12254590349651562,712.9967463796204
2024-04-05 22:00:00,12,0.30000000000000004,0.07593412917991754,715.2747702550179
2024-04-05 22:30:00,20,0.4666666666666666,0.15989021529986264,720.0714767140138
2024-04-05 23:00:00,16,0.43333333333333335,0.0679121722398901,722.1088418812104
2024-04-05 23:30:00,8,0.2,0.05062275278661171,723.6275244648089
2024-04-06 00:00:00,17,0.4,0.13257334967154988,727.6047249549553
2024-04-06 00:30:00,12,0.26666666666666666,0.10926746251325092,730.8827488303529
2024-04-06 01:00:00,9,0.23333333333333334,0.04861726355160484,732.341266736901
2024-04-06 01:30:00,6,0.13333333333333333,0.05463373125662546,733.9802786745998
2024-04-06 02:00:00,12,0.30000000000000004,0.07593412917991754,736.2583025499973
2024-04-06 02:30:00,8,0.19999999999999998,0.05062275278661174,737.7769851335956
2024-04-06 03:00:00,8,0.2,0.05062275278661171,739.2956677171941
2024-04-06 03:30:00,15,0.3333333333333333,0.13658432814156368,743.393197561441
2024-04-06 04:00:00,17,0.4,0.13257334967154988,747.3703980515874
2024-04-06 04:30:00,17,0.39999999999999997,0.13257334967154993,751.3475985417339
2024-04-06 05:00:00,11,0.26666666666666666,0.07793961841492447,753.6857870941816
2024-04-06 05:30:00,3,0.06666666666666667,0.02731686562831273,754.5052930630309
2024-04-06 06:00:00,9,0.16666666666666666,0.11528393021827152,757.9638109695791
2024-04-06 06:30:00,6,0.13333333333333333,0.05463373125662546,759.6028229072779
2024-04-06 07:00:00,13,0.33333333333333337,0.07392863994491067,761.8206821056251
2024-04-06 07:30:00,12,0.30000000000000004,0.07593412917991754,764.0987059810227
2024-04-06 08:00:00,12,0.26666666666666666,0.10926746251325092,767.3767298564202
2024-04-06 08:30:00,12,0.2666666666666666,0.10926746251325098,770.6547537318178
2024-04-06 09:00:00,6,0.13333333333333333,0.05463373125662546,772.2937656695166
2024-04-06 09:30:00,15,0.3333333333333333,0.13658432814156368,776.3912955137635
2024-04-06 10:00:00,7,0.16666666666666666,0.052628242021618615,777.970142774412
2024-04-06 10:30:00,6,0.13333333333333333,0.05463373125662546,779.6091547121108
2024-04-06 11:00:00,10,0.26666666666666666,0.046611774316597965,781.0075079416088
2024-04-06 11:30:00,7,0.16666666666666669,0.05262824202161859,782.5863552022573
2024-04-06 12:00:00,13,0.3333333333333333,0.07392863994491072,784.8042144006046
2024-04-06 12:30:00,10,0.26666666666666666,0.046611774316597965,786.2025676301025
2024-04-06 13:00:00,10,0.26666666666666666,0.046611774316597965,787.6009208596006
2024-04-06 13:30:00,11,0.23333333333333334,0.1112729517482578,790.9391094120483
2024-04-06 14:00:00,12,0.26666666666666666,0.10926746251325092,794.2171332874458
2024-04-06 14:30:00,7,0.16666666666666666,0.052628242021618615,795.7959805480945
2024-04-06 15:00:00,4,0.1,0.025311376393305857,796.5553218398935
2024-04-06 15:30:00,7,0.16666666666666669,0.05262824202161859,798.1341691005421
2024-04-06 16:00:00,6,0.13333333333333333,0.05463373125662546,799.7731810382409
2024-04-06 16:30:00,15,0.4,0.06991766147489697,801.8707108824877
2024-04-06 17:00:00,13,0.3666666666666667,0.04059530661157734,803.0885700808351
2024-04-06 17:30:00,8,0.19999999999999998,0.05062275278661174,804.6072526644335
2024-04-06 18:00:00,24,0.6333333333333333,0.11853492502650187,808.1633004152286
2024-04-06 18:30:00,21,0.5333333333333333,0.12455139273152249,811.8998421971743
2024-04-06 19:00:00,21,0.5333333333333333,0.12455139273152249,815.63638397912
2024-04-06 19:30:00,19,0.5333333333333333,0.06189570453486948,817.493255115166
2024-04-06 20:00:00,21,0.5,0.15788472606485582,822.2297968971117
2024-04-06 20:30:00,9,0.23333333333333334,0.04861726355160484,823.6883148036599
2024-04-06 21:00:00,18,0.5,0.06390119376987635,825.6053506167561
2024-04-06 21:30:00,16,0.3666666666666667,0.13457883890655675,829.6427157839528
2024-04-06 22:00:00,17,0.4666666666666667,0.06590668300488323,831.6199162740993
2024-04-06 22:30:00,13,0.3333333333333333,0.07392863994491072,833.8377754724467
2024-04-06 23:00:00,15,0.3666666666666667,0.1032509948082303,836.9353053166935
2024-04-06 23:30:00,9,0.23333333333333334,0.04861726355160484,838.3938232232417
2024-04-07 00:00:00,9,0.23333333333333334,0.04861726355160484,839.8523411297899
2024-04-07 00:30:00,7,0.16666666666666666,0.052628242021618615,841.4311883904385
2024-04-07 01:00:00,9,0.23333333333333334,0.04861726355160484,842.8897062969867
2024-04-07 01:30:00,10,0.26666666666666666,0.046611774316597965,844.2880595264846
2024-04-07 02:00:00,10,0.23333333333333334,0.07994510764993129,846.6864127559825
2024-04-07 02:30:00,8,0.13333333333333333,0.11728941945327839,850.2050953395809
2024-04-07 03:00:00,5,0.13333333333333333,0.023305887158298982,850.9042719543298
2024-04-07 03:30:00,10,0.26666666666666666,0.046611774316597965,852.3026251838278
2024-04-07 04:00:00,15,0.33333333333333337,0.13658432814156363,856.4001550280747
2024-04-07 04:30:00,9,0.16666666666666666,0.11528393021827152,859.8586729346229
2024-04-07 05:00:00,8,0.2,0.05062275278661171,861.3773555182212
2024-04-07 05:30:00,12,0.26666666666666666,0.10926746251325092,864.6553793936188
2024-04-07 06:00:00,7,0.16666666666666666,0.052628242021618615,866.2342266542673
2024-04-07 06:30:00,9,0.23333333333333334,0.04861726355160484,867.6927445608155
2024-04-07 07:00:00,6,0.13333333333333333,0.05463373125662546,869.3317564985142
2024-04-07 07:30:00,13,0.26666666666666666,0.14059530661157738,873.5496156968616
2024-04-07 08:00:00,14,0.36666666666666664,0.0719231507099039,875.7073102181587
2024-04-07 08:30:00,15,0.3333333333333333,0.13658432814156368,879.8048400624056
2024-04-07 09:00:00,9,0.23333333333333334,0.04861726355160484,881.2633579689536
2024-04-07 09:30:00,16,0.36666666666666664,0.1345788389065568,885.3007231361504
2024-04-07 10:00:00,13,0.3333333333333333,0.07392863994491072,887.5185823344976
2024-04-07 10:30:00,16,0.3666666666666667,0.13457883890655675,891.5559475016944
2024-04-07 11:00:00,10,0.2,0.11327844098326462,894.9543007311923
2024-04-07 11:30:00,13,0.3,0.10726197327824405,898.1721599295397
2024-04-07 12:00:00,13,0.3333333333333333,0.07392863994491072,900.390019127887
2024-04-07 12:30:00,16,0.4,0.10124550557322343,903.4273842950837
2024-04-07 13:00:00,14,0.3,0.13858981737657056,907.5850788163808
2024-04-07 13:30:00,8,0.2,0.05062275278661171,909.1037613999791
2024-04-07 14:00:00,16,0.3666666666666667,0.13457883890655675,913.1411265671759
2024-04-07 14:30:00,15,0.33333333333333337,0.13658432814156363,917.2386564114228
2024-04-07 15:00:00,12,0.26666666666666666,0.10926746251325092,920.5166802868202
2024-04-07 15:30:00,10,0.19999999999999998,0.11327844098326464,923.9150335163182
2024-04-07 16:00:00,13,0.3,0.10726197327824405,927.1328927146656
2024-04-07 16:30:00,10,0.23333333333333334,0.07994510764993129,929.5312459441635
2024-04-07 17:00:00,14,0.3,0.13858981737657056,933.6889404654605
2024-04-07 17:30:00,16,0.3666666666666667,0.13457883890655675,937.7263056326573
2024-04-07 18:00:00,24,0.6333333333333333,0.11853492502650187,941.2823533834523
2024-04-07 18:30:00,19,0.4666666666666667,0.12856237120153613,945.1392245194984
2024-04-07 19:00:00,9,0.16666666666666666,0.11528393021827152,948.5977424260466
2024-04-07 19:30:00,22,0.5666666666666667,0.12254590349651562,952.274119530942
2024-04-07 20:00:00,14,0.3333333333333333,0.10525648404323723,955.4318140522391
2024-04-07 20:30:00,13,0.3666666666666667,0.04059530661157734,956.6496732505865
2024-04-07 21:00:00,19,0.4666666666666667,0.12856237120153613,960.5065443866326
2024-04-07 21:30:00,18,0.4,0.16390119376987633,965.4235801997288
2024-04-07 22:00:00,24,0.6333333333333333,0.11853492502650187,968.9796279505239
2024-04-07 22:30:00,27,0.7333333333333334,0.11251845732148114,972.3551816701682
2024-04-07 23:00:00,16,0.4,0.10124550557322343,975.392546837365
2024-04-07 23:30:00,18,0.43333333333333335,0.130567860436543,979.3095826504613
2024-04-08 00:00:00,8,0.2,0.05062275278661171,980.8282652340595
2024-04-08 00:30:00,10,0.19999999999999998,0.11327844098326464,984.2266184635574
2024-04-08 01:00:00,16,0.3666666666666667,0.13457883890655675,988.2639836307542
2024-04-08 01:30:00,11,0.26666666666666666,0.07793961841492447,990.6021721832018
2024-04-08 02:00:00,19,0.4666666666666667,0.12856237120153613,994.459043319248
2024-04-08 02:30:00,9,0.23333333333333334,0.04861726355160484,995.9175612257961
2024-04-08 03:00:00,9,0.23333333333333334,0.04861726355160484,997.3760791323443
2024-04-08 03:30:00,16,0.43333333333333335,0.0679121722398901,999.4134442995412
2024-04-08 04:00:00,17,0.4,0.13257334967154988,1003.3906447896877
2024-04-08 04:30:00,16,0.3666666666666667,0.13457883890655675,1007.4280099568844
2024-04-08 05:00:00,12,0.26666666666666666,0.10926746251325092,1010.706033832282
2024-04-08 05:30:00,10,0.26666666666666666,0.046611774316597965,1012.1043870617798
2024-04-08 06:00:00,9,0.16666666666666666,0.11528393021827152,1015.5629049683279
